passenger_count,pickup_ID,dropoff_ID,request_time_sec
1,905,699,25202
1,1180,1048,25203
1,1446,716,25203
6,210,198,25204
2,907,535,25206
1,647,712,25206
6,678,727,25211
1,894,721,25211
2,577,527,25211
1,618,875,25212
1,980,1065,25212
1,838,550,25215
1,1301,873,25216
2,687,1300,25217
1,1131,671,25217
5,1131,550,25219
1,827,727,25220
1,924,748,25220
1,237,527,25223
1,236,91,25224
1,389,827,25227
1,527,648,25229
1,313,123,25230
1,1211,1139,25232
5,608,772,25232
3,925,862,25233
5,235,1011,25234
1,665,805,25235
1,873,678,25236
6,549,615,25236
1,368,461,25236
1,179,168,25238
1,332,439,25238
1,702,593,25239
1,663,498,25241
1,35,507,25242
2,710,552,25242
5,1417,366,25242
1,415,1181,25243
1,691,671,25244
1,549,621,25247
1,760,626,25248
1,247,534,25250
1,723,748,25251
2,439,723,25253
1,100,399,25254
1,1107,1168,25257
1,816,973,25259
1,571,335,25260
2,1489,1350,25260
1,671,850,25261
1,690,530,25262
1,556,529,25262
2,336,593,25263
1,644,678,25264
2,527,285,25265
1,1132,1218,25268
5,412,409,25269
3,687,372,25270
1,551,545,25271
1,441,720,25271
1,506,621,25273
1,929,720,25275
2,61,120,25275
2,348,1580,25276
1,47,478,25281
1,874,758,25284
1,507,733,25285
1,915,782,25285
1,850,1027,25287
1,654,654,25287
1,535,421,25287
1,876,626,25290
2,460,659,25291
1,550,593,25292
1,857,624,25292
1,737,698,25293
1,440,526,25293
1,179,399,25296
1,715,1529,25297
2,738,961,25298
1,887,1231,25299
2,571,268,25299
1,873,551,25300
1,1114,669,25301
1,1119,714,25301
1,45,101,25303
1,527,260,25303
1,238,443,25304
1,458,757,25306
1,484,615,25306
4,1225,152,25307
1,1119,1032,25308
3,891,717,25309
1,531,417,25309
2,350,297,25310
1,995,984,25312
1,1000,759,25313
1,925,980,25315
5,1045,972,25315
5,1012,889,25316
1,247,993,25317
1,257,1447,25317
1,713,602,25320
1,287,412,25320
1,740,742,25323
5,523,598,25325
1,461,533,25326
1,479,567,25327
1,411,411,25327
1,621,621,25327
2,307,364,25328
1,526,545,25331
1,314,1417,25334
1,623,685,25334
1,313,135,25336
5,716,609,25337
5,598,648,25339
1,603,780,25339
1,1225,497,25341
1,161,621,25342
1,481,556,25346
1,351,598,25347
1,795,876,25348
1,1087,1169,25349
1,313,241,25350
1,860,1076,25352
1,389,502,25352
1,792,779,25353
2,549,615,25353
1,526,582,25355
5,881,1445,25355
1,278,624,25357
2,556,506,25357
1,840,864,25364
1,1088,958,25366
5,632,726,25367
1,549,627,25368
1,560,747,25368
1,1076,720,25368
1,697,858,25369
1,485,35,25369
1,1193,226,25369
1,464,1118,25370
2,1044,825,25371
1,1128,1065,25373
2,960,723,25374
1,859,768,25374
2,815,760,25375
1,374,557,25375
1,632,286,25376
1,229,171,25378
1,270,198,25378
1,1070,882,25378
3,1128,550,25380
1,693,677,25381
1,1068,549,25382
1,711,758,25383
1,444,837,25386
2,836,771,25386
1,312,287,25387
1,61,65,25387
2,926,153,25387
3,971,1281,25387
1,860,949,25388
1,723,600,25389
1,1140,1175,25390
2,1010,528,25390
1,644,512,25391
1,365,677,25392
1,439,352,25393
1,128,128,25394
1,599,527,25394
1,714,556,25395
1,476,416,25399
1,948,851,25399
