passenger_count,pickup_ID,dropoff_ID,request_time_sec
1,598,603,25200
4,527,581,25201
1,527,581,25201
1,413,603,25201
2,792,651,25201
4,413,603,25201
1,712,1108,25201
1,486,647,25201
1,329,600,25201
1,980,544,25201
4,549,909,25202
2,549,909,25202
4,888,400,25202
1,888,400,25202
1,452,375,25202
1,374,21,25203
3,714,624,25203
1,600,664,25203
1,458,458,25204
1,605,1032,25205
1,599,462,25205
1,442,312,25206
1,46,630,25206
4,842,669,25206
2,842,669,25206
4,874,693,25206
1,874,693,25206
1,509,117,25206
1,697,679,25206
2,464,693,25207
1,622,602,25207
1,618,693,25207
1,527,416,25207
1,291,648,25208
1,1031,923,25208
1,842,946,25208
2,1132,1089,25209
1,723,726,25209
1,462,135,25210
1,772,551,25210
1,439,527,25211
1,627,718,25211
1,937,1044,25211
1,278,691,25211
1,600,621,25211
1,650,551,25211
1,960,1243,25211
1,598,648,25212
1,579,61,25213
1,835,698,25214
3,527,626,25214
1,675,669,25214
4,1172,1150,25214
2,1172,1150,25214
2,351,201,25215
1,527,720,25215
1,757,780,25215
1,961,717,25215
3,888,673,25217
1,679,464,25217
1,556,568,25218
1,284,597,25218
1,308,371,25219
1,654,398,25219
1,836,392,25219
1,268,725,25219
1,629,488,25220
1,457,695,25220
1,392,505,25221
2,929,860,25221
1,369,670,25222
2,621,672,25222
1,272,119,25223
1,534,1138,25223
1,633,859,25223
4,598,627,25223
1,598,627,25223
1,812,694,25224
1,393,651,25224
1,557,686,25224
1,483,628,25225
1,720,388,25225
1,197,247,25225
1,134,581,25225
1,390,189,25225
1,270,647,25225
1,596,675,25225
1,723,812,25225
4,817,940,25226
1,252,627,25226
1,608,577,25226
1,817,940,25226
1,669,598,25227
1,690,727,25227
1,1088,1218,25227
1,60,604,25227
1,527,673,25227
1,662,1011,25228
1,925,571,25228
4,991,991,25229
1,991,991,25229
1,234,721,25230
1,479,698,25230
4,526,600,25230
1,526,600,25230
4,479,698,25230
4,234,721,25230
1,508,439,25230
1,833,551,25230
1,510,632,25231
1,794,858,25231
1,549,568,25231
1,527,603,25231
1,434,779,25232
1,527,937,25233
1,527,189,25233
1,945,652,25234
1,647,732,25234
1,675,689,25234
1,419,454,25235
1,621,692,25236
2,761,602,25237
1,849,21,25237
1,500,674,25237
1,345,600,25237
1,277,605,25237
1,621,756,25237
4,761,602,25237
1,1101,578,25238
1,906,22,25238
1,528,545,25238
3,837,604,25238
1,824,137,25239
1,304,388,25240
2,950,582,25240
1,905,881,25240
4,304,388,25240
1,171,117,25241
1,894,673,25241
2,746,308,25242
1,861,675,25243
3,950,213,25243
2,894,782,25244
1,841,535,25244
2,621,652,25244
1,356,578,25244
1,792,377,25245
1,1047,291,25245
1,680,557,25246
2,556,600,25246
1,791,749,25246
1,527,727,25248
1,643,672,25248
1,916,600,25249
2,134,462,25249
1,526,670,25250
2,199,647,25250
1,621,668,25252
1,882,813,25252
1,771,460,25252
1,66,630,25252
1,621,648,25253
1,644,828,25253
1,526,712,25254
4,768,651,25254
1,768,651,25254
1,284,252,25254
1,671,873,25254
4,526,712,25254
1,377,727,25255
2,644,141,25255
1,199,458,25255
1,621,602,25255
1,418,533,25255
2,527,304,25256
1,871,699,25256
1,276,581,25256
1,619,421,25257
1,527,603,25258
1,632,749,25258
1,766,604,25258
1,466,836,25258
2,1273,859,25258
1,598,582,25258
1,668,650,25259
1,744,747,25259
4,527,600,25260
1,527,600,25260
1,410,416,25260
1,645,630,25260
1,556,575,25262
2,535,604,25262
1,526,627,25262
1,78,604,25262
1,347,209,25262
1,295,389,25262
1,723,727,25262
1,388,668,25263
1,118,189,25263
1,928,670,25263
1,527,371,25264
4,527,371,25264
1,1044,850,25265
1,700,357,25265
1,814,671,25265
1,947,605,25265
3,720,649,25265
1,549,130,25265
1,621,219,25266
3,330,513,25266
1,805,601,25266
1,557,400,25266
1,689,1208,25266
4,511,399,25267
1,511,399,25267
1,189,292,25268
1,643,421,25268
1,578,693,25268
4,345,835,25268
1,345,835,25268
1,677,727,25268
1,1162,1177,25268
1,556,116,25269
1,886,68,25269
1,767,581,25269
2,277,621,25270
2,881,576,25270
1,532,549,25270
1,390,600,25271
1,712,849,25271
3,527,603,25271
1,348,671,25271
2,795,621,25271
1,115,35,25271
1,598,671,25271
1,1003,965,25271
1,722,726,25272
2,356,436,25272
1,721,922,25272
1,115,629,25273
4,115,629,25273
1,819,629,25273
1,950,982,25273
1,441,512,25274
1,1026,1085,25274
1,179,535,25274
1,216,727,25274
2,884,601,25275
1,527,557,25276
1,700,929,25276
1,841,622,25277
1,328,652,25277
1,500,692,25278
1,654,575,25278
1,1068,136,25278
4,733,687,25279
1,603,648,25279
1,768,727,25279
1,945,718,25279
2,733,687,25279
2,632,484,25280
1,724,604,25280
1,668,454,25280
4,876,858,25281
3,155,669,25281
1,959,606,25281
2,486,581,25281
1,758,455,25281
4,792,673,25281
1,792,673,25281
2,876,858,25281
4,863,1218,25282
2,863,1218,25282
1,419,435,25282
1,723,116,25282
1,410,576,25282
1,621,335,25282
1,605,527,25283
1,789,794,25283
1,413,695,25283
1,745,721,25283
1,531,395,25285
2,947,604,25285
2,936,116,25285
1,557,747,25285
1,549,779,25286
1,771,1543,25286
1,481,443,25286
1,598,676,25286
1,1055,905,25287
1,1087,1032,25287
1,598,939,25288
1,906,695,25289
2,873,628,25289
1,874,189,25290
2,940,579,25291
4,940,579,25291
1,1055,651,25291
1,927,700,25291
1,903,600,25291
1,549,640,25292
4,549,640,25292
1,961,554,25293
1,310,534,25294
1,722,900,25294
4,722,900,25294
2,527,647,25294
1,396,580,25294
1,948,909,25294
1,526,545,25294
3,466,748,25295
1,527,375,25295
1,817,600,25296
1,557,439,25296
2,134,652,25296
1,792,905,25297
1,395,628,25297
4,792,905,25297
1,464,605,25299
1,1065,716,25299
1,981,1032,25299
1,139,673,25300
1,597,789,25300
1,484,726,25300
1,1326,1268,25300
1,325,604,25300
1,332,697,25301
1,621,721,25301
1,714,670,25301
2,253,748,25302
1,460,48,25302
1,600,629,25302
1,674,905,25302
4,63,924,25303
1,603,527,25303
1,813,554,25303
1,63,924,25303
1,749,601,25304
1,671,839,25304
1,923,970,25304
2,1005,852,25304
4,923,970,25304
4,1005,852,25304
1,479,627,25305
1,374,1032,25305
1,967,626,25306
1,549,674,25306
1,885,632,25306
1,925,526,25306
1,458,647,25306
1,852,189,25306
2,1022,1369,25307
1,188,602,25307
1,556,552,25308
3,644,693,25309
3,780,605,25309
1,527,671,25309
4,768,885,25309
1,768,885,25309
2,348,646,25310
1,63,171,25310
1,60,721,25310
1,527,271,25310
1,549,671,25310
1,945,134,25310
4,947,604,25311
1,947,604,25311
1,948,670,25311
1,925,1053,25311
1,441,580,25312
1,771,603,25312
1,556,35,25313
1,237,557,25313
1,466,557,25313
1,768,772,25313
2,818,691,25313
4,1218,749,25314
1,1218,749,25314
1,817,35,25314
1,813,20,25314
1,557,417,25314
1,791,578,25315
