passenger_count,pickup_ID,dropoff_ID,request_time_sec
2,817,21,25200
1,155,651,25200
1,504,604,25200
1,605,457,25200
1,34,354,25200
1,722,652,25200
2,229,600,25201
1,863,627,25201
4,229,600,25201
1,597,651,25201
2,330,527,25201
1,523,712,25201
1,826,738,25202
1,573,534,25202
1,726,401,25202
1,802,1208,25202
1,782,871,25203
1,946,925,25203
1,607,789,25203
1,915,698,25204
4,486,557,25204
2,486,557,25204
4,915,698,25204
1,526,669,25204
1,527,650,25204
1,531,557,25204
1,554,647,25205
2,716,851,25205
1,46,1011,25205
1,333,665,25206
1,238,727,25206
4,597,673,25206
3,512,100,25206
1,553,439,25206
1,499,693,25206
1,355,604,25207
2,804,78,25207
2,527,650,25207
1,267,269,25207
1,887,781,25208
1,608,580,25208
1,1120,1176,25208
4,887,781,25208
1,512,557,25209
1,213,249,25209
1,259,335,25209
3,1132,810,25209
1,527,416,25209
1,411,621,25209
1,237,332,25210
1,253,603,25210
1,927,885,25210
1,134,475,25210
1,477,325,25211
1,115,188,25211
1,929,836,25211
1,700,928,25211
2,455,645,25212
1,297,393,25212
2,649,795,25212
1,34,671,25212
3,958,526,25212
4,794,813,25212
2,794,813,25212
4,1171,870,25213
2,1171,870,25213
1,818,835,25214
1,155,697,25214
1,463,399,25214
2,1068,1217,25215
1,805,416,25215
1,1003,965,25215
1,476,189,25216
1,739,98,25216
1,768,35,25216
1,501,526,25216
1,1091,1010,25217
4,1091,1010,25217
1,256,747,25217
4,256,747,25217
1,551,602,25217
1,556,268,25217
1,1027,1217,25217
1,356,748,25217
1,526,604,25218
1,947,717,25218
1,680,176,25218
1,534,600,25220
1,597,624,25220
1,413,526,25220
4,597,624,25220
2,526,738,25220
1,827,691,25220
3,737,847,25221
4,621,603,25221
1,220,815,25221
1,191,45,25221
1,662,670,25222
1,721,582,25222
2,888,1218,25222
4,888,1218,25222
1,419,314,25222
1,436,438,25223
2,894,1208,25223
1,418,629,25223
1,641,22,25223
1,549,603,25223
1,352,628,25223
1,621,377,25223
1,416,420,25224
2,759,881,25224
1,781,669,25224
4,759,881,25224
1,549,604,25225
1,504,727,25225
1,859,399,25225
4,888,692,25226
1,888,692,25226
1,629,929,25226
1,675,439,25226
1,793,837,25226
1,907,961,25226
1,325,191,25227
1,824,534,25227
1,551,557,25228
1,531,627,25228
1,171,671,25228
2,805,603,25229
4,805,603,25229
1,534,670,25229
1,715,697,25229
1,760,527,25229
1,1087,1042,25229
1,841,627,25230
1,633,650,25230
1,549,524,25230
3,466,696,25230
1,354,580,25230
1,510,700,25231
1,463,526,25231
2,621,480,25231
1,768,772,25232
1,440,671,25232
1,926,699,25232
1,395,648,25232
1,509,533,25232
1,1001,393,25233
1,550,671,25233
2,772,624,25233
1,347,929,25234
1,723,972,25234
1,605,663,25234
1,272,116,25234
2,526,578,25234
4,780,648,25234
1,780,648,25234
4,608,680,25234
1,608,680,25234
1,1053,804,25235
1,654,721,25235
2,527,716,25235
1,99,188,25236
1,484,604,25236
1,925,759,25236
1,467,650,25236
3,527,604,25236
1,680,728,25237
1,971,749,25237
2,802,626,25237
1,371,600,25237
1,535,483,25237
1,749,790,25238
4,749,790,25238
1,527,694,25238
1,597,738,25238
1,703,46,25238
1,643,669,25238
1,414,649,25239
2,557,399,25240
1,463,652,25241
1,746,671,25241
1,531,117,25241
1,386,574,25241
1,621,715,25241
1,395,440,25242
1,386,672,25242
1,772,836,25242
1,905,1074,25242
1,608,771,25243
1,398,504,25243
1,741,626,25243
1,314,643,25243
1,972,747,25243
1,1265,1107,25243
4,972,747,25243
1,716,619,25244
4,716,619,25244
1,893,439,25244
1,466,815,25244
1,386,625,25244
1,818,749,25244
1,527,723,25245
1,923,1023,25245
1,374,695,25245
1,871,593,25245
1,486,649,25245
3,597,669,25245
1,575,372,25246
1,526,673,25246
1,937,35,25247
4,937,35,25247
1,677,577,25247
1,770,417,25247
1,479,394,25247
1,441,526,25247
1,719,743,25248
4,924,1002,25248
2,1053,189,25248
1,863,925,25248
1,924,1002,25248
1,839,906,25249
1,394,355,25249
1,134,713,25249
1,905,629,25250
1,527,460,25250
2,860,918,25250
4,860,918,25250
1,293,160,25250
1,669,292,25251
4,620,675,25251
1,258,875,25252
1,884,47,25252
1,599,116,25252
1,462,601,25252
4,791,722,25253
2,791,722,25253
1,768,748,25253
1,191,671,25253
1,605,81,25253
4,782,1064,25254
2,782,1064,25254
1,330,528,25254
3,597,461,25254
4,848,600,25255
1,848,600,25255
1,527,351,25255
1,100,672,25255
1,549,697,25255
1,790,649,25255
1,443,357,25255
1,946,675,25256
1,481,649,25256
1,499,744,25256
1,366,557,25257
1,177,410,25257
1,788,628,25257
1,1308,1268,25257
1,790,693,25257
1,627,720,25257
1,778,431,25257
1,500,116,25257
1,573,782,25257
1,421,183,25258
1,184,333,25258
1,1044,1529,25258
1,632,748,25258
1,951,1308,25259
1,702,1011,25259
1,603,675,25259
2,504,416,25259
1,769,422,25260
1,479,499,25260
2,527,578,25260
1,632,971,25260
1,232,99,25260
1,894,185,25260
2,916,649,25260
1,528,78,25261
1,527,438,25261
1,275,116,25262
1,396,457,25263
1,925,1032,25265
4,841,651,25266
1,841,651,25266
1,527,603,25266
1,850,1024,25266
1,841,371,25266
1,916,915,25266
1,864,422,25267
1,330,670,25267
1,526,545,25267
1,824,579,25267
1,526,693,25267
2,621,675,25268
1,835,652,25268
4,621,675,25268
1,902,600,25268
2,781,603,25268
1,551,672,25268
1,842,512,25269
1,597,438,25269
1,842,627,25269
1,652,419,25269
1,907,695,25269
1,1068,631,25270
1,796,558,25270
1,376,436,25270
1,410,549,25270
4,172,352,25270
2,172,352,25270
1,778,456,25271
1,118,554,25271
1,915,983,25271
1,839,602,25271
1,512,604,25272
2,793,680,25272
1,191,184,25272
1,133,78,25272
1,960,1010,25272
1,1011,748,25273
2,860,81,25273
1,757,599,25273
1,410,691,25273
2,621,602,25274
2,772,629,25274
2,948,554,25274
1,463,549,25275
1,1023,732,25275
1,527,416,25275
2,478,526,25275
4,391,116,25275
1,391,116,25275
1,115,189,25276
1,597,626,25276
1,498,532,25276
3,621,676,25276
1,946,1218,25276
4,484,652,25277
4,373,698,25277
1,373,698,25277
1,824,554,25277
