COLUMNS

passenger_count
trip_distance
pickup_longitude
pickup_latitude
dropoff_longitude
dropoff_latitude
pickup_time_sec

REQUESTS_INFO
1	40.75094604	-73.99267578	40.76053619	-73.98020935	57600
1	40.72235489	-73.99710846	40.75344467	-73.98526764	57605
3	40.7416687	-73.99195862	40.72715378	-73.99367523	57610
1	40.7666626	-73.9831543	40.75757599	-73.99066162	57611
1	40.73342896	-74.00299835	40.7589798	-73.978508	57616
1	40.74958038	-73.99533844	40.76896667	-73.9821701	57621
2	40.75617599	-73.99241638	40.75155258	-73.97111511	57622
4	40.76197052	-74.00170135	40.74965668	-73.98760986	57627
1	40.75810242	-73.97520447	40.74920654	-73.98776245	57632
1	40.73907471	-74.00313568	40.75803757	-73.97564697	57637
1	40.73457718	-73.99486542	40.72389603	-74.00097656	57642
1	40.75696182	-73.9783783	40.74251938	-73.97824097	57647
1	40.75692749	-73.985672	40.72938538	-73.99141693	57652
1	40.74876785	-74.00692749	40.75122452	-73.97245789	57657
1	40.74309158	-73.99638367	40.73813629	-74.0008316	57662
2	40.72686005	-73.99150848	40.73051071	-73.99008942	57667
1	40.72560501	-73.99207306	40.7353096	-73.99835968	57672
1	40.7399559	-73.9857254	40.7496376	-73.98786163	57673
1	40.76065826	-73.9835968	40.75809097	-73.97793579	57674
1	40.75312424	-73.98552704	40.76098251	-74.00228119	57679
2	40.74777222	-73.98524475	40.7433815	-73.99626923	57680
1	40.7266655	-73.99411011	40.74158478	-73.97515869	57685
2	40.74788284	-73.9836731	40.7555275	-73.9920578	57690
2	40.73983002	-74.002388	40.77148056	-73.98892975	57695
3	40.74927139	-73.98379517	40.74567795	-73.99375916	57700
3	40.75635529	-73.99022675	40.75001144	-73.98254395	57701
1	40.73501205	-73.99181366	40.73287964	-73.98620605	57706
1	40.71511078	-73.99235535	40.74225616	-73.99084473	57707
1	40.74800491	-73.97659302	40.7352066	-74.00182343	57713
2	40.75352478	-73.9897995	40.76277924	-73.97505951	57718
1	40.7378006	-74.00040436	40.7331543	-74.00885773	57719
1	40.74703979	-73.99337006	40.73974609	-73.97936249	57724
1	40.74113846	-73.9887619	40.74438858	-73.98126984	57725
1	40.7505188	-73.98078918	40.74052811	-73.99033356	57730
1	40.73337555	-73.98111725	40.73808289	-73.97348022	57735
1	40.73431778	-73.99033356	40.74167633	-74.00466156	57740
4	40.76234818	-74.00154114	40.7500267	-73.98999023	57741
1	40.75109482	-73.97813416	40.73963547	-73.98836517	57746
1	40.7364006	-73.98916626	40.75047684	-73.99462891	57751
1	40.74897385	-73.9757843	40.7519455	-73.98522186	57756
1	40.7568779	-73.97763062	40.75587082	-73.98926544	57761
2	40.73641968	-73.99089813	40.74468613	-73.98561859	57766
1	40.75255585	-73.99343109	40.76101303	-73.97992706	57767
1	40.7477684	-73.98339081	40.73871994	-74.00814056	57772
1	40.74880219	-74.0068512	40.7397728	-73.9964447	57777
2	40.74855423	-73.98894501	40.75237656	-73.97827148	57778
1	40.75458908	-73.9799881	40.75113297	-73.99006653	57783
1	40.75222778	-74.0042572	40.73425674	-73.99459076	57788
5	40.75893021	-73.98310089	40.73958969	-74.00808716	57793
1	40.74293137	-73.98861694	40.73499298	-73.9850769	57798
