passenger_count,pickup_ID,dropoff_ID,request_time_sec
1,1235,1117,25200
1,600,664,25200
1,716,616,25201
1,936,621,25201
1,662,671,25202
1,888,718,25202
1,549,780,25202
1,396,116,25202
1,968,1053,25202
1,906,1097,25202
1,600,664,25203
1,551,603,25203
1,840,727,25203
1,438,672,25204
1,645,557,25204
1,436,399,25204
1,236,504,25204
2,1171,1354,25204
5,598,648,25204
1,1160,1175,25205
4,791,627,25205
1,462,604,25205
1,284,62,25205
1,440,552,25205
1,621,974,25206
6,171,604,25206
1,311,526,25207
1,553,738,25207
2,134,668,25207
1,925,580,25207
3,486,675,25207
2,857,616,25207
1,418,484,25208
1,664,189,25209
1,794,1037,25209
1,386,669,25209
1,604,722,25209
1,929,1263,25209
1,333,269,25210
1,646,530,25211
1,1291,1114,25211
1,925,1034,25211
1,557,369,25211
2,580,134,25211
1,892,647,25212
3,971,1032,25212
1,926,1218,25212
1,155,555,25212
3,644,579,25213
1,903,81,25213
1,795,598,25213
1,970,834,25213
1,502,1555,25214
1,621,626,25214
1,550,698,25214
1,557,464,25214
1,840,48,25214
1,549,1324,25215
1,568,824,25215
1,802,1208,25215
1,527,626,25215
1,596,600,25216
1,598,603,25216
1,250,662,25216
1,396,643,25217
1,760,720,25217
1,351,668,25217
1,991,946,25217
1,441,652,25217
1,356,578,25218
1,464,119,25218
2,1192,1087,25219
6,501,134,25219
1,509,727,25219
1,328,602,25219
1,792,811,25219
1,596,436,25219
1,275,232,25220
1,643,647,25220
1,331,742,25220
1,733,674,25220
1,737,672,25220
1,208,578,25220
1,736,690,25220
1,310,651,25220
6,333,884,25220
2,34,198,25220
1,557,676,25221
1,621,697,25221
1,118,601,25221
1,349,247,25221
1,441,504,25222
1,375,557,25222
1,907,814,25222
2,1153,1077,25222
5,397,651,25222
1,598,651,25223
1,527,418,25223
1,693,597,25223
1,457,836,25224
1,669,629,25224
1,621,410,25224
1,881,699,25225
1,726,749,25225
1,873,1024,25226
1,549,860,25226
1,804,189,25227
1,486,558,25227
1,194,116,25227
1,716,527,25228
3,34,134,25228
1,651,726,25229
2,1044,605,25229
1,345,604,25229
3,675,969,25229
2,771,836,25229
1,375,46,25230
1,619,615,25230
1,945,720,25230
1,311,628,25230
1,791,773,25230
1,557,951,25231
1,874,651,25231
1,504,416,25231
1,488,697,25231
1,623,291,25231
1,462,600,25232
1,527,416,25232
1,526,694,25232
2,527,603,25232
1,925,1032,25232
3,139,651,25233
1,419,662,25234
1,816,651,25234
1,394,604,25234
3,599,416,25234
1,460,31,25234
1,787,673,25235
3,924,421,25235
1,527,624,25235
1,726,839,25235
1,287,600,25235
1,662,1032,25235
1,939,96,25235
1,433,719,25236
1,527,600,25237
1,968,711,25237
2,549,618,25237
1,269,251,25238
1,816,836,25238
1,710,189,25239
6,1187,1087,25239
1,771,672,25240
6,909,948,25240
5,154,484,25240
1,914,720,25241
2,457,298,25242
1,549,650,25242
1,174,155,25242
1,253,828,25242
1,654,605,25242
1,884,1032,25243
1,722,726,25243
2,884,601,25243
1,46,189,25243
2,350,672,25244
1,134,668,25245
1,715,652,25245
5,22,604,25245
2,527,628,25246
1,352,399,25246
1,621,737,25246
1,848,134,25247
1,269,414,25247
1,303,669,25248
1,628,676,25248
1,885,835,25248
