passenger_count,pickup_ID,dropoff_ID,request_time_sec
1,350,504,25201
1,314,747,25201
2,1289,839,25202
4,1289,839,25202
1,506,1115,25202
1,914,532,25204
1,794,481,25204
1,431,927,25206
1,152,531,25207
1,315,836,25207
1,913,741,25208
4,913,741,25208
1,240,328,25211
4,837,812,25212
1,724,850,25212
1,837,812,25212
1,768,652,25213
4,693,527,25213
1,693,527,25213
1,1132,740,25215
1,598,1027,25217
1,397,234,25217
3,458,556,25217
1,457,1005,25218
1,1153,135,25219
1,864,1053,25219
4,481,673,25219
1,549,497,25220
1,369,458,25224
1,905,1032,25224
1,722,716,25224
1,768,768,25224
1,598,859,25225
1,643,720,25225
2,452,188,25225
2,482,645,25226
1,827,747,25227
1,527,909,25227
4,1047,669,25227
2,1047,669,25227
1,747,928,25227
1,983,915,25228
1,479,440,25229
4,1177,1053,25229
2,1177,1053,25229
1,699,628,25230
1,760,1512,25230
3,578,550,25232
1,713,270,25232
1,438,488,25233
1,768,792,25233
2,938,851,25234
1,760,621,25235
2,599,663,25235
1,465,338,25237
1,287,246,25238
1,924,1053,25239
1,860,1308,25239
2,1115,1307,25240
1,487,170,25240
1,1087,1227,25240
1,818,1349,25240
1,1187,265,25241
1,210,760,25242
1,983,694,25242
1,479,118,25243
1,368,210,25245
1,465,528,25246
1,352,399,25247
1,246,373,25247
1,947,1189,25248
1,991,557,25249
4,991,557,25249
1,718,884,25249
1,533,700,25249
1,621,31,25251
2,420,558,25251
1,256,180,25252
3,571,545,25252
1,605,767,25252
1,98,189,25252
1,992,597,25253
4,1207,479,25253
2,558,645,25253
1,680,747,25253
4,992,597,25253
2,1207,479,25253
1,629,459,25254
4,629,459,25254
1,1044,1218,25255
1,488,527,25256
1,48,9,25257
1,455,286,25257
4,419,158,25260
1,884,607,25260
2,412,1618,25260
2,419,158,25260
1,696,621,25261
1,533,594,25263
1,1048,1010,25264
1,574,627,25266
3,1195,499,25266
4,1066,1345,25268
1,1066,1345,25268
1,992,813,25268
1,759,526,25268
1,558,693,25269
4,512,621,25271
2,512,621,25271
1,352,442,25271
1,298,279,25273
1,396,527,25273
1,970,497,25273
4,396,527,25273
1,286,885,25274
3,330,556,25274
1,929,1120,25275
1,925,1011,25275
1,485,399,25276
2,860,724,25276
1,437,161,25276
1,720,650,25277
1,368,178,25277
4,368,178,25277
1,812,871,25279
2,860,580,25279
4,860,580,25279
1,970,804,25280
1,927,836,25282
2,1182,1053,25282
4,1182,1053,25282
2,693,526,25282
1,463,626,25284
2,864,607,25284
1,925,983,25286
1,529,720,25287
1,573,479,25288
1,208,369,25288
1,795,535,25290
1,277,332,25292
1,506,644,25296
1,1149,525,25296
1,960,1208,25297
4,273,526,25297
1,273,526,25297
1,629,726,25299
4,715,698,25300
1,330,593,25300
2,1055,535,25303
2,726,482,25303
4,726,482,25303
1,1208,701,25304
2,230,335,25305
1,693,527,25305
1,528,603,25305
1,925,838,25306
4,925,838,25306
1,746,1357,25307
2,1054,1149,25307
1,749,756,25309
1,163,154,25310
1,905,727,25310
1,418,504,25311
4,418,504,25311
1,770,582,25311
1,852,141,25311
1,556,644,25312
1,395,480,25313
1,439,138,25313
1,665,1155,25313
1,118,133,25316
1,701,298,25317
1,483,558,25317
1,458,510,25318
1,236,351,25318
1,336,556,25318
1,906,772,25319
2,256,477,25320
1,366,621,25320
1,79,534,25321
1,858,175,25323
1,1187,1047,25324
1,332,276,25325
1,875,727,25327
4,925,836,25328
2,692,607,25328
2,925,836,25328
2,725,375,25329
1,258,556,25329
4,277,534,25330
2,277,534,25330
1,1002,850,25330
1,781,365,25331
4,692,1504,25333
2,692,1504,25333
1,836,699,25333
1,925,793,25333
1,308,726,25334
1,618,668,25337
1,413,624,25341
1,413,479,25342
1,480,575,25342
1,727,628,25342
1,506,312,25342
1,409,257,25343
1,916,881,25345
1,728,1292,25345
2,218,209,25345
1,1128,675,25348
1,973,629,25348
1,200,100,25350
1,125,461,25353
1,369,9,25355
1,874,1148,25355
1,663,500,25355
4,663,500,25355
2,646,527,25357
1,530,550,25357
1,813,812,25360
1,621,527,25360
4,621,527,25360
4,663,369,25362
2,663,369,25362
1,389,480,25362
4,643,526,25363
2,643,526,25363
1,410,620,25363
4,693,1265,25364
2,693,1265,25364
1,556,399,25364
1,549,486,25365
1,815,89,25365
1,557,605,25366
1,457,458,25366
1,620,558,25368
1,335,572,25368
1,509,527,25369
1,1057,1267,25369
2,673,531,25370
1,835,594,25370
1,436,308,25370
1,376,61,25371
1,549,630,25371
1,189,233,25371
1,575,532,25372
3,377,257,25372
1,436,421,25372
2,64,99,25373
4,64,99,25373
1,772,724,25374
1,765,851,25375
2,621,773,25378
4,621,773,25378
2,510,697,25380
2,1199,1142,25381
1,441,789,25382
1,558,10,25382
2,1034,527,25382
1,598,747,25383
1,534,745,25384
1,179,84,25384
1,993,582,25385
1,527,376,25386
1,527,555,25389
1,947,923,25389
1,790,615,25390
1,377,720,25390
1,950,713,25391
1,666,861,25392
2,175,98,25392
1,234,526,25392
2,874,720,25394
1,908,908,25394
1,1010,748,25394
1,1053,1095,25395
1,649,608,25397
1,875,1168,25398
1,181,260,25399
1,631,719,25399
1,925,973,25400
1,981,1114,25401
1,551,556,25402
1,143,441,25404
2,646,527,25404
1,369,452,25404
1,476,781,25408
1,1047,727,25408
1,395,604,25409
1,694,663,25409
4,253,556,25409
2,253,556,25409
4,582,527,25409
1,582,527,25409
1,915,1578,25411
1,457,22,25413
1,769,551,25413
1,1244,579,25413
1,905,772,25414
1,925,858,25414
1,1158,1198,25415
1,1078,527,25416
2,379,674,25416
1,812,557,25418
1,337,557,25418
1,177,504,25419
1,981,1227,25419
1,441,694,25421
1,689,1592,25422
1,699,671,25422
2,718,556,25422
4,817,727,25423
1,1066,1516,25423
1,817,727,25423
1,369,535,25424
1,727,656,25424
1,1291,582,25425
1,1151,1218,25425
1,928,557,25425
4,928,557,25425
1,1162,973,25426
1,1295,1295,25427
2,812,738,25430
4,812,738,25430
2,441,676,25430
1,273,252,25431
1,699,557,25433
1,717,527,25434
2,851,712,25434
1,663,1001,25434
1,913,776,25435
1,893,528,25436
1,549,556,25437
4,418,557,25437
1,904,654,25437
1,574,623,25438
4,455,583,25438
2,455,583,25438
1,947,768,25438
1,1096,699,25439
1,31,443,25439
1,275,804,25440
1,824,1569,25441
2,275,171,25442
1,972,1227,25442
1,905,230,25443
2,1069,250,25445
4,1069,250,25445
2,963,1264,25445
1,948,527,25447
2,505,726,25448
1,388,188,25448
1,862,722,25449
1,460,476,25449
2,819,727,25452
1,1175,1265,25452
1,216,83,25454
1,527,532,25454
1,217,697,25455
1,1253,1047,25455
1,992,532,25455
3,717,535,25455
1,629,1056,25456
1,583,720,25456
1,297,556,25458
1,1002,1542,25459
1,431,526,25461
1,527,756,25461
1,452,525,25461
1,1189,882,25461
4,431,526,25461
1,606,790,25462
1,500,1386,25462
2,461,535,25462
2,909,444,25462
1,1171,1209,25463
1,119,555,25463
1,837,1200,25463
1,550,711,25463
1,924,727,25466
1,1208,529,25467
1,734,643,25467
1,21,726,25467
4,621,602,25468
1,621,602,25468
1,817,929,25469
1,815,236,25469
1,549,726,25469
1,733,461,25469
1,646,527,25470
1,1022,947,25471
1,804,700,25471
1,1193,725,25472
2,479,280,25473
4,479,280,25473
3,644,498,25475
1,527,578,25475
1,581,605,25476
1,871,550,25477
1,576,371,25479
3,374,527,25482
1,983,925,25482
1,416,527,25483
1,30,118,25483
1,907,615,25484
1,924,395,25484
1,719,215,25485
4,719,215,25485
1,605,717,25485
1,550,718,25489
2,1022,748,25489
1,529,716,25489
1,549,615,25490
4,715,527,25490
1,715,527,25490
1,1066,1169,25493
1,464,551,25493
4,969,659,25494
2,969,659,25494
1,501,213,25495
1,897,578,25495
4,476,584,25495
1,505,727,25496
1,768,631,25496
1,760,980,25496
2,1087,1319,25497
4,1087,1319,25497
1,218,164,25498
1,391,397,25499
1,748,419,25500
2,527,398,25500
1,313,399,25501
1,602,579,25501
1,436,498,25501
1,527,603,25502
1,605,527,25503
1,905,812,25504
1,399,165,25506
1,513,771,25507
1,645,527,25507
3,905,814,25508
1,101,189,25509
1,713,579,25510
2,314,725,25510
1,230,176,25512
1,891,691,25513
1,1087,1005,25515
1,937,551,25515
1,292,287,25515
1,1227,1047,25517
1,185,10,25517
1,507,605,25518
1,506,356,25518
1,759,719,25519
2,527,726,25519
1,815,308,25520
1,557,527,25520
4,815,308,25520
1,529,555,25522
1,995,1087,25523
1,715,696,25523
4,549,638,25524
1,782,727,25524
1,745,925,25524
1,549,638,25524
1,180,238,25525
1,134,526,25526
2,894,727,25527
1,527,334,25529
1,873,675,25529
1,314,697,25529
1,698,835,25531
1,1233,1358,25532
1,630,399,25534
1,939,293,25536
1,1058,1136,25537
1,599,527,25538
2,767,550,25540
4,767,550,25540
1,313,550,25541
2,644,628,25542
1,717,390,25543
1,194,175,25543
1,860,1032,25543
1,839,861,25543
2,738,487,25545
4,738,487,25545
1,532,550,25545
2,461,717,25547
1,654,906,25547
1,505,852,25548
2,533,770,25548
4,533,770,25548
2,794,557,25550
1,781,627,25552
1,886,580,25552
4,886,580,25552
1,906,527,25553
4,906,527,25553
1,314,726,25554
1,781,924,25555
1,771,551,25556
1,463,606,25559
2,850,623,25559
4,549,439,25560
1,549,439,25560
1,314,726,25560
1,841,948,25561
1,377,512,25561
4,416,532,25562
2,416,532,25562
2,535,782,25563
1,485,458,25563
1,1140,905,25565
1,200,419,25566
1,718,421,25566
1,864,526,25566
1,736,578,25567
1,925,1002,25569
1,1044,1044,25570
1,790,557,25571
2,599,711,25572
1,1091,991,25572
1,312,557,25572
1,925,527,25572
1,152,595,25573
1,354,369,25575
1,603,717,25575
1,646,526,25575
4,646,526,25575
1,710,972,25575
4,710,972,25575
4,395,508,25576
1,395,508,25576
1,527,421,25578
2,174,32,25578
1,556,882,25578
1,748,665,25578
1,816,940,25580
1,583,718,25582
1,478,526,25582
2,642,579,25582
1,701,554,25583
1,559,694,25583
1,556,697,25583
1,1218,726,25583
1,48,185,25585
3,506,556,25585
1,710,526,25586
2,535,693,25587
2,218,593,25590
2,995,652,25590
1,1032,1172,25591
1,702,421,25591
1,800,722,25592
1,963,759,25594
1,695,945,25596
1,441,653,25596
1,794,583,25596
4,663,852,25597
2,663,852,25597
1,992,652,25598
2,603,716,25598
1,597,485,25599
1,436,532,25599
1,791,884,25600
1,621,1292,25600
1,1244,1706,25602
1,529,621,25603
1,188,720,25603
1,581,914,25605
2,889,749,25606
1,527,438,25607
1,1182,1233,25608
1,1417,1335,25611
1,528,464,25611
4,528,464,25611
1,1107,876,25613
1,700,861,25613
1,311,1208,25614
1,881,815,25615
1,238,548,25615
1,505,803,25615
1,839,937,25615
1,813,527,25615
1,726,972,25616
3,485,61,25617
1,873,191,25618
1,697,1032,25620
1,507,78,25620
1,232,191,25621
2,1325,527,25622
4,1325,527,25622
1,838,593,25627
1,1148,550,25627
2,676,990,25629
1,374,760,25629
1,597,858,25631
1,817,83,25632
1,254,607,25633
4,1310,1284,25634
1,1310,1284,25634
1,881,940,25635
1,804,787,25636
1,232,64,25638
1,713,650,25638
1,650,1032,25641
1,529,647,25641
1,690,185,25642
1,874,619,25643
1,789,916,25643
1,487,487,25644
1,125,597,25645
1,48,481,25645
2,687,605,25647
1,557,507,25648
1,597,761,25648
2,530,178,25651
1,141,178,25651
1,193,211,25651
2,836,580,25652
4,836,580,25652
1,270,737,25652
1,630,605,25653
4,663,454,25654
1,1128,756,25654
1,677,559,25654
2,663,454,25654
1,669,534,25655
2,812,788,25655
1,699,728,25656
1,1048,972,25656
3,417,573,25659
1,556,622,25662
1,377,876,25662
1,865,905,25663
4,236,392,25663
2,815,699,25663
1,896,1208,25664
2,905,527,25665
2,813,526,25666
4,579,488,25666
2,579,488,25666
1,551,615,25667
2,714,620,25668
4,714,620,25668
1,191,430,25669
1,386,909,25669
1,720,904,25670
1,873,210,25670
1,802,1530,25671
1,727,656,25671
1,327,693,25671
1,760,696,25672
1,815,526,25674
1,927,527,25674
1,1308,993,25675
1,628,10,25675
2,578,696,25676
1,848,649,25676
1,399,768,25677
1,550,436,25678
1,1171,1517,25679
1,366,937,25680
1,629,502,25681
4,502,288,25682
1,502,288,25682
1,388,436,25683
1,161,748,25684
1,897,721,25685
2,712,557,25687
1,417,608,25687
1,862,629,25687
2,732,618,25688
4,732,618,25688
1,258,332,25688
1,153,528,25689
1,733,673,25690
2,727,582,25694
1,1233,1219,25694
1,1090,579,25694
1,334,558,25694
4,727,582,25694
1,605,20,25695
1,700,727,25696
1,478,579,25697
1,354,214,25700
1,481,529,25702
4,652,527,25702
1,652,527,25702
2,1048,1032,25703
1,481,788,25705
1,475,533,25705
1,937,78,25711
1,371,367,25712
1,1148,694,25712
1,1517,1308,25712
4,1517,1308,25712
1,297,332,25716
1,802,1032,25716
1,766,858,25717
1,1417,624,25718
1,504,623,25718
4,504,623,25718
1,529,390,25720
3,619,619,25720
1,699,746,25720
1,914,928,25721
1,767,557,25721
1,434,350,25721
4,632,722,25722
2,632,722,25722
1,981,189,25725
1,305,458,25725
1,395,626,25726
1,581,593,25727
2,460,270,25727
2,1066,693,25728
4,951,1141,25729
2,951,1141,25729
1,1180,1109,25729
1,396,486,25730
1,895,1227,25731
3,702,702,25732
1,961,1209,25732
1,929,861,25737
4,929,861,25737
2,348,283,25738
1,328,576,25738
1,573,574,25739
1,894,907,25742
1,333,606,25744
1,369,578,25745
1,549,87,25746
2,152,671,25746
1,772,627,25746
1,303,526,25746
1,713,91,25748
1,508,603,25749
1,747,1037,25749
1,464,64,25750
1,553,664,25752
1,905,463,25753
1,1211,599,25754
1,767,605,25755
1,365,498,25755
1,163,81,25756
1,465,621,25756
2,399,1053,25757
1,305,894,25757
1,345,232,25759
3,888,621,25760
1,994,946,25760
4,994,946,25760
1,644,606,25761
1,714,431,25761
2,715,937,25761
1,60,760,25761
1,1150,1268,25761
2,885,527,25761
4,885,527,25761
2,790,622,25764
1,607,621,25764
2,863,527,25765
4,863,527,25765
2,673,768,25765
1,364,665,25765
1,1036,652,25767
1,98,347,25770
2,829,526,25771
1,395,526,25772
1,435,642,25772
2,795,605,25773
1,669,716,25773
1,505,727,25774
1,1058,1218,25775
1,1023,526,25775
1,644,720,25775
4,647,220,25775
2,647,220,25775
1,466,836,25776
1,256,728,25777
1,534,606,25779
2,885,1208,25779
1,631,623,25782
1,1078,842,25783
1,1117,674,25784
1,392,346,25787
4,463,557,25787
1,676,726,25787
1,1187,1531,25788
1,1192,938,25789
1,746,551,25789
2,619,421,25790
1,1087,909,25790
4,619,421,25790
4,314,356,25792
1,314,356,25792
1,746,584,25793
4,746,584,25793
1,605,116,25796
1,439,720,25797
1,550,615,25798
1,827,767,25799
1,839,1182,25799
1,860,748,25799
1,61,527,25800
1,1137,527,25801
1,512,215,25801
1,599,734,25801
1,532,716,25802
1,1362,221,25803
1,232,824,25803
4,908,884,25804
1,908,884,25804
1,527,211,25805
1,31,117,25808
1,618,938,25810
1,476,601,25810
2,198,1016,25811
1,812,949,25812
1,727,1107,25813
1,817,621,25815
3,236,780,25815
1,632,623,25819
1,1010,551,25819
1,937,1059,25821
2,646,582,25821
1,1170,699,25821
1,759,717,25822
1,254,124,25823
1,991,904,25824
1,741,558,25824
4,1091,1011,25825
1,1091,1011,25825
1,333,435,25826
1,533,454,25826
2,623,731,25826
1,568,168,25826
1,715,497,25827
1,529,141,25827
1,1199,1096,25829
1,527,680,25829
1,838,559,25830
1,836,580,25830
1,297,251,25831
1,419,574,25831
1,888,672,25832
1,213,288,25832
1,1132,749,25832
1,304,1208,25833
1,419,692,25833
1,885,876,25834
1,483,249,25835
3,605,717,25835
1,512,903,25836
4,924,880,25836
1,924,880,25836
1,441,643,25837
1,905,1032,25837
1,1140,582,25837
4,1140,582,25837
1,598,557,25838
2,179,45,25838
1,644,644,25839
1,912,1001,25841
4,836,771,25841
2,836,771,25841
1,925,908,25841
1,990,1078,25842
1,435,444,25843
2,1106,551,25844
1,458,576,25847
2,680,497,25847
1,488,557,25848
1,504,437,25849
1,906,748,25851
1,398,793,25851
1,841,619,25855
4,663,605,25856
1,663,605,25856
2,727,527,25857
1,781,958,25857
1,824,738,25858
1,1025,415,25859
1,1129,622,25860
2,687,480,25860
1,622,714,25861
4,606,948,25862
2,606,948,25862
1,827,527,25862
4,551,594,25862
1,1311,965,25862
1,905,1013,25863
4,173,1209,25865
1,771,1208,25865
1,236,957,25866
1,692,937,25866
1,836,551,25867
1,740,527,25867
1,735,502,25868
1,1031,239,25868
4,1031,239,25868
1,847,937,25869
1,1168,1087,25869
1,579,527,25870
1,647,627,25871
1,654,534,25872
4,534,716,25872
1,481,421,25872
1,201,971,25873
1,1282,550,25873
2,983,678,25873
1,915,1208,25875
1,959,715,25876
1,889,862,25876
4,959,715,25876
1,925,1218,25877
1,215,358,25878
3,20,20,25878
1,1168,1267,25879
2,697,1300,25879
1,273,504,25880
2,597,598,25881
2,530,141,25881
1,694,535,25884
1,1066,579,25885
1,1129,668,25885
3,694,720,25886
1,191,430,25886
1,312,593,25888
1,881,959,25889
1,1032,313,25889
1,219,624,25890
1,198,106,25891
1,605,505,25891
1,695,621,25892
1,475,801,25892
2,338,413,25893
1,1066,1150,25893
2,693,601,25893
1,1023,937,25893
1,713,859,25893
1,230,556,25895
4,230,556,25895
1,894,488,25900
2,770,527,25901
1,596,33,25902
1,549,663,25903
1,527,646,25905
1,327,461,25905
1,527,116,25906
2,790,677,25908
1,258,481,25909
1,1046,747,25909
2,35,170,25909
1,948,834,25910
1,505,959,25911
1,1172,551,25911
1,80,527,25912
1,827,726,25912
1,848,505,25912
1,1010,905,25912
1,839,1209,25914
1,524,621,25915
4,524,621,25915
1,693,675,25915
1,668,526,25915
1,46,556,25916
1,529,839,25916
1,397,160,25916
1,642,1189,25917
1,836,485,25918
2,655,772,25919
1,645,526,25919
1,676,971,25920
1,272,388,25920
1,557,399,25920
1,810,696,25920
4,810,696,25920
1,744,463,25921
3,549,780,25922
2,600,462,25923
1,992,551,25924
2,1152,905,25924
1,155,219,25924
1,527,160,25925
1,506,621,25926
1,621,688,25930
2,1200,1037,25930
2,349,700,25932
1,99,310,25934
2,527,669,25936
1,904,1076,25938
1,218,576,25940
1,929,597,25941
4,1302,1148,25944
1,285,554,25944
2,1302,1148,25944
1,629,558,25945
1,534,719,25946
3,624,788,25947
1,371,138,25947
1,667,581,25948
1,767,793,25948
1,479,420,25949
1,768,728,25950
1,801,479,25950
1,1475,1355,25951
1,557,440,25953
1,136,267,25954
1,619,312,25954
1,887,550,25954
1,748,1529,25955
1,505,669,25955
1,48,232,25955
3,646,399,25955
2,237,332,25957
1,926,603,25957
4,237,332,25957
3,336,310,25958
1,794,693,25958
1,236,335,25959
1,971,1218,25959
1,478,597,25960
4,478,597,25960
1,644,716,25963
1,557,529,25964
1,488,629,25965
1,885,747,25965
1,1086,871,25966
1,330,527,25966
1,527,572,25967
1,20,504,25968
4,355,526,25968
2,858,528,25968
1,330,116,25969
1,771,1044,25969
1,414,618,25970
1,690,640,25971
1,946,526,25971
2,63,134,25971
4,1013,1219,25972
1,1013,1219,25972
1,436,583,25973
2,160,527,25976
1,156,155,25977
1,583,653,25978
1,192,1059,25978
1,572,479,25979
1,1172,535,25979
1,527,727,25980
1,1153,884,25981
1,838,697,25982
4,838,697,25982
2,61,556,25982
1,927,741,25982
1,598,462,25982
1,760,499,25983
1,559,727,25983
1,655,747,25985
4,606,1032,25986
1,715,1419,25986
1,608,694,25986
1,606,1032,25986
2,695,559,25987
1,701,396,25989
2,511,527,25989
2,694,598,25989
3,291,376,25989
1,771,699,25990
1,650,969,25990
1,694,527,25990
1,864,795,25991
1,1148,1175,25992
1,1168,464,25993
2,431,526,25993
4,431,526,25993
1,178,1306,25993
4,178,1306,25993
1,576,605,25993
1,951,924,25994
1,265,478,25996
1,700,621,25996
1,527,442,25997
2,235,876,25998
1,508,789,25998
1,690,1686,25999
1,463,486,26000
2,841,1263,26001
1,599,352,26001
2,137,44,26001
1,771,1504,26001
1,579,526,26001
4,599,352,26001
1,137,506,26006
1,434,288,26007
1,479,277,26008
2,792,687,26008
1,695,727,26008
1,1035,582,26011
2,646,513,26012
1,1091,770,26012
1,163,214,26012
1,1158,1053,26014
1,748,377,26015
4,376,534,26016
1,79,1227,26016
2,376,534,26016
2,858,558,26017
1,349,387,26017
1,527,813,26017
1,962,716,26017
1,717,527,26019
1,1128,1177,26019
1,1403,1218,26019
1,582,533,26020
1,582,557,26021
1,782,1152,26021
4,782,1152,26021
1,619,568,26022
1,929,720,26022
1,376,556,26022
1,606,606,26023
1,836,676,26023
1,889,527,26024
1,163,50,26024
1,1087,1152,26025
1,713,304,26025
1,862,415,26027
1,598,814,26027
1,865,1218,26027
1,410,719,26028
1,780,1000,26029
2,760,717,26029
1,431,117,26031
4,714,643,26033
1,1015,535,26033
2,882,811,26033
3,645,138,26033
2,714,643,26033
1,556,288,26034
1,476,1013,26034
1,200,747,26034
2,694,558,26036
1,462,671,26037
1,794,812,26038
4,665,1209,26038
2,665,1209,26038
1,580,653,26039
1,431,431,26039
4,269,536,26040
1,269,536,26040
3,873,643,26040
2,386,556,26041
1,929,884,26042
1,834,1032,26043
4,455,1032,26043
1,455,1032,26043
1,1066,871,26043
2,596,852,26044
2,908,527,26044
1,885,746,26045
1,894,788,26045
2,174,251,26045
1,697,905,26046
1,579,507,26046
2,420,439,26047
1,20,756,26047
1,556,457,26048
3,488,527,26049
1,929,925,26050
1,648,790,26050
1,768,727,26050
1,817,704,26050
1,466,670,26051
1,314,488,26051
2,295,251,26052
2,461,530,26052
1,644,604,26052
1,905,504,26053
1,457,526,26053
1,1140,557,26055
1,304,452,26056
1,551,906,26056
2,665,117,26057
2,1066,558,26058
1,275,329,26060
1,747,593,26061
1,824,757,26062
1,601,559,26062
4,476,408,26066
1,476,408,26066
2,668,527,26067
1,926,619,26068
4,653,812,26068
1,693,605,26068
1,653,812,26068
1,338,608,26069
1,621,558,26070
1,863,575,26070
1,760,229,26072
2,535,1032,26072
1,581,676,26072
1,643,557,26073
2,948,535,26075
1,606,606,26076
1,328,556,26077
2,464,700,26078
1,767,556,26079
2,478,421,26079
4,478,421,26079
1,621,648,26080
4,486,598,26081
1,816,857,26083
1,679,728,26083
2,138,504,26083
1,78,351,26084
2,767,557,26085
1,815,556,26085
1,267,116,26085
3,686,160,26085
4,907,738,26086
2,907,738,26086
4,296,254,26087
1,60,755,26087
1,389,389,26087
2,211,596,26087
2,296,254,26087
1,457,352,26090
1,905,1022,26091
1,1048,1188,26093
1,817,551,26093
1,484,580,26094
1,813,1403,26094
1,460,230,26094
1,669,605,26094
1,940,749,26095
4,734,578,26096
1,1066,645,26097
1,550,940,26097
1,236,621,26097
4,236,621,26097
1,197,397,26098
1,1066,702,26100
1,1047,1531,26100
1,678,506,26101
4,929,925,26101
2,390,255,26102
1,817,654,26104
1,864,550,26104
4,666,607,26105
1,395,398,26106
1,275,357,26108
1,886,1108,26109
1,527,651,26109
2,553,627,26110
1,152,505,26111
1,699,990,26113
1,306,135,26113
1,298,738,26115
1,550,416,26116
1,365,526,26119
1,174,533,26119
1,804,557,26119
1,642,698,26120
1,398,551,26121
4,396,436,26121
1,137,1085,26122
1,440,621,26123
1,183,672,26123
1,31,1226,26124
2,179,645,26125
1,347,743,26127
1,745,814,26127
1,195,526,26128
1,894,373,26130
1,649,476,26131
4,649,476,26131
1,1011,1070,26131
1,557,702,26131
1,332,295,26132
1,757,578,26132
2,533,741,26134
1,925,727,26134
1,276,486,26135
1,609,749,26135
1,556,527,26135
2,441,504,26135
1,20,535,26136
1,455,579,26136
4,702,761,26136
1,702,761,26136
1,333,463,26137
1,572,701,26137
1,621,526,26138
1,1078,1218,26139
1,690,621,26140
2,549,645,26140
1,992,720,26142
2,505,193,26142
4,505,193,26142
3,905,812,26143
1,968,595,26144
4,968,595,26144
1,506,521,26145
1,476,728,26145
1,1090,436,26145
1,732,232,26146
1,180,131,26147
1,746,415,26147
1,862,607,26150
1,337,534,26150
1,332,357,26150
1,600,631,26151
4,1282,557,26151
2,1282,557,26151
1,1022,1386,26151
1,1172,1403,26152
4,699,399,26152
1,699,399,26152
1,905,793,26153
1,1119,971,26154
1,1140,531,26155
2,1055,925,26156
1,714,851,26157
1,629,693,26157
1,597,577,26158
1,81,36,26158
1,644,604,26161
3,598,852,26162
1,837,886,26162
1,743,527,26163
4,598,719,26166
2,598,719,26166
4,701,557,26166
2,701,557,26166
1,836,100,26167
1,551,621,26168
4,437,375,26171
1,758,579,26171
2,673,726,26172
1,816,1218,26172
