ID,latitude,longitude
0,40.72217178344727,-73.99713897705078
1,40.7264060974121,-74.00910186767578
2,40.71858215332031,-73.98770141601561
3,40.72140884399414,-73.98358154296875
4,40.71869659423828,-73.9891128540039
5,40.72437286376953,-73.99775695800781
6,40.71122360229492,-74.01591491699217
7,40.7181053161621,-74.00025939941406
8,40.716995239257805,-74.01290130615233
9,40.715091705322266,-73.9924087524414
10,40.73638916015625,-74.00125122070312
11,40.73061752319336,-73.99266052246092
12,40.73038864135742,-73.99601745605469
13,40.7123908996582,-74.0077896118164
14,40.72610092163086,-73.99181365966798
15,40.725868225097656,-73.99646759033203
16,40.720008850097656,-73.99897003173827
17,40.715370178222656,-74.01583862304686
18,40.73685836791992,-74.00556182861328
19,40.72133255004882,-74.00637817382812
20,40.71934509277344,-73.9906005859375
21,40.73429489135742,-74.00234985351561
22,40.71525955200195,-74.00958251953125
23,40.727783203125,-74.00538635253906
24,40.72550964355469,-73.99942779541014
25,40.72921371459961,-74.00141143798828
26,40.70327377319336,-74.01081848144531
27,40.72646331787109,-74.00749969482422
28,40.72193908691406,-73.98732757568358
29,40.71443176269531,-74.0148696899414
30,40.714946746826165,-74.0099105834961
31,40.711441040039055,-74.01612091064453
32,40.73972702026367,-74.00529479980467
33,40.7362060546875,-73.9978256225586
34,40.70402145385742,-74.00685119628906
35,40.71431350708008,-74.00841522216798
36,40.72039031982422,-74.00840759277344
37,40.71588134765625,-74.0037612915039
38,40.719337463378906,-73.99727630615233
39,40.70952987670898,-74.01084136962889
40,40.72201919555664,-74.00826263427734
41,40.71636581420898,-74.01293182373048
42,40.724830627441406,-73.98139190673827
43,40.73520278930664,-74.00611114501953
44,40.719776153564446,-74.00025939941406
45,40.714969635009766,-74.00225067138672
46,40.73039627075195,-74.0026092529297
47,40.71799850463867,-73.99085998535155
48,40.71383666992188,-74.01420593261719
49,40.72966003417969,-74.00733184814453
50,40.712181091308594,-74.00910186767578
51,40.740921020507805,-74.00770568847656
52,40.740581512451165,-74.00525665283203
53,40.72139358520508,-74.01040649414062
54,40.72367477416992,-73.98817443847656
55,40.72774887084961,-74.00312805175781
56,40.73723983764648,-74.00069427490233
57,40.72238159179688,-73.99705505371094
58,40.71205520629882,-74.00635528564453
59,40.72593688964844,-73.9985122680664
60,40.72622299194336,-74.00171661376953
61,40.717376708984375,-74.01062774658203
62,40.71245956420898,-74.01006317138672
63,40.70669937133789,-74.01300048828125
64,40.72536087036133,-73.99580383300781
65,40.724979400634766,-73.99449920654298
66,40.71488571166992,-74.01602172851561
67,40.704833984375,-74.0154037475586
68,40.743927001953125,-74.00675964355469
69,40.72101211547852,-74.00847625732422
70,40.72088241577149,-74.00386047363281
71,40.718509674072266,-73.987548828125
72,40.71548080444336,-74.01614379882812
73,40.73006057739258,-73.99774932861328
74,40.73603057861328,-74.0066680908203
75,40.721900939941406,-73.99337768554686
76,40.71680450439453,-73.99735260009764
77,40.705379486083984,-74.01715850830078
78,40.72848892211913,-73.98777770996092
79,40.733840942382805,-73.9992904663086
80,40.72544097900391,-73.99685668945312
81,40.703609466552734,-74.01016998291014
82,40.71402359008789,-74.00873565673827
83,40.72044372558594,-73.99664306640625
84,40.732330322265625,-73.996337890625
85,40.718608856201165,-74.00064086914062
86,40.74156188964844,-74.00675964355469
87,40.71783828735352,-74.00572204589844
88,40.7270736694336,-73.9875717163086
89,40.73085784912109,-73.99530029296875
90,40.71617889404297,-74.00484466552734
91,40.709590911865234,-73.99268341064453
92,40.717384338378906,-74.01407623291014
93,40.71941375732422,-73.99058532714845
94,40.72810363769531,-74.00269317626953
95,40.724807739257805,-74.0094223022461
96,40.741817474365234,-74.00701141357422
97,40.73835754394531,-74.00384521484375
98,40.73293685913086,-74.0040512084961
99,40.72352981567384,-73.99085235595702
100,40.72170639038086,-73.98895263671875
101,40.733055114746094,-74.00324249267578
102,40.72727584838867,-73.99376678466798
103,40.72281646728516,-73.99821472167967
104,40.715530395507805,-74.00748443603516
105,40.732398986816406,-74.00057983398438
106,40.72980117797852,-73.99320983886719
107,40.72217559814453,-73.99703979492188
108,40.74136734008789,-74.00738525390625
109,40.7201042175293,-73.99412536621094
110,40.73040008544922,-73.99813842773438
111,40.737491607666016,-74.00830078125
112,40.7139778137207,-74.00933837890625
113,40.74087142944336,-74.007568359375
