COLUMNS

passenger_count
trip_distance
pickup_longitude
pickup_latitude
dropoff_longitude
dropoff_latitude
pickup_time_sec

REQUESTS_INFO
1	2.74	-74.00481415	40.70740509	-73.97889709	40.72399139	57600
1	1.2	-73.98294067	40.76177597	-73.98899841	40.77384186	57616
2	1.2	-73.99241638	40.75617599	-73.97111511	40.75155258	57632
4	2	-74.00959778	40.72784042	-74.00498199	40.74992752	57672
1	0.1	-73.98251343	40.76172256	-73.98095703	40.76023102	57680
1	2.7	-74.00393677	40.7257576	-73.9784317	40.7513237	57725
2	0.9	-73.98524475	40.74777222	-73.99626923	40.7433815	59200
1	1	-73.9831543	40.7666626	-73.99066162	40.75757599	60352
2	3	-74.00778961	40.74027634	-73.96787262	40.7526741	60800
2	1.8	-73.99089813	40.73641968	-73.98561859	40.74468613	61200
