passenger_count,pickup_ID,dropoff_ID,request_time_sec
1,229,671,25200
1,527,608,25200
1,991,670,25200
1,527,600,25201
1,528,696,25201
1,1005,651,25201
3,484,389,25201
1,390,91,25202
2,488,836,25202
4,390,91,25202
2,1289,1173,25202
1,621,604,25202
1,888,695,25203
1,737,649,25203
1,621,789,25204
1,646,530,25205
1,1117,1034,25205
1,269,576,25205
1,598,534,25205
1,418,673,25205
1,891,627,25205
1,873,694,25206
1,60,581,25206
1,1355,1304,25206
1,371,600,25206
1,621,717,25206
2,527,547,25207
1,525,545,25207
1,504,396,25207
2,551,603,25208
1,579,527,25209
2,886,727,25209
1,780,1182,25210
1,980,847,25210
1,699,370,25210
2,549,79,25211
1,451,116,25211
1,621,603,25211
1,305,603,25211
1,676,676,25211
1,621,291,25212
1,678,726,25212
2,434,189,25213
1,484,421,25213
2,907,527,25213
1,827,691,25213
1,421,335,25214
1,254,307,25214
2,760,655,25215
1,814,710,25216
1,904,672,25216
1,530,526,25216
1,749,717,25216
1,1011,693,25216
1,476,172,25216
1,527,415,25217
1,391,651,25217
1,780,160,25218
4,780,160,25218
1,527,438,25218
1,981,1518,25218
2,1218,1033,25219
1,325,600,25219
1,1070,674,25219
1,248,576,25219
1,940,649,25220
2,835,772,25221
1,438,532,25221
1,794,621,25221
1,812,719,25222
1,248,116,25222
1,296,533,25222
1,418,651,25223
1,295,828,25223
1,366,671,25223
1,850,116,25223
1,389,557,25224
1,331,291,25224
1,234,629,25224
1,580,444,25224
1,550,415,25224
1,598,555,25225
1,233,183,25225
1,458,535,25225
1,217,134,25226
1,60,600,25226
2,882,724,25227
2,827,691,25227
1,714,372,25228
1,462,421,25229
2,555,626,25230
1,1402,1044,25231
1,333,651,25231
1,463,652,25231
1,874,1032,25231
1,20,623,25231
2,946,1053,25232
1,896,1032,25232
1,812,699,25232
1,230,412,25232
1,860,940,25232
1,1025,874,25233
1,418,674,25233
1,804,189,25233
1,905,1218,25234
4,905,1218,25234
1,971,1031,25234
1,872,652,25234
1,291,220,25235
1,696,664,25235
1,621,720,25235
4,419,816,25236
1,626,672,25236
1,948,884,25237
1,441,557,25237
1,117,189,25237
1,1005,772,25237
1,961,722,25238
1,606,593,25238
1,716,355,25240
2,277,398,25240
1,549,556,25240
1,961,720,25240
1,909,602,25240
1,317,415,25240
2,527,353,25240
1,737,628,25241
1,619,137,25241
1,533,266,25241
1,837,992,25241
1,842,906,25242
1,677,704,25242
1,81,461,25242
1,298,671,25243
1,926,551,25243
1,1189,648,25244
1,746,849,25244
1,621,673,25245
2,1002,1131,25245
2,34,526,25245
1,701,604,25245
1,778,484,25246
1,794,551,25246
1,782,674,25247
1,814,720,25247
1,532,532,25247
1,620,727,25247
1,716,716,25247
1,312,536,25247
1,500,326,25247
1,556,65,25248
1,790,652,25248
1,527,545,25248
1,551,500,25248
1,1066,526,25248
1,171,227,25248
1,348,600,25248
1,328,526,25249
1,576,697,25250
1,793,672,25251
1,690,642,25252
2,525,521,25253
4,525,521,25253
1,312,624,25254
1,307,674,25254
1,349,526,25254
1,924,652,25255
1,387,526,25255
1,573,914,25255
1,598,627,25255
1,210,116,25256
1,712,307,25256
1,793,557,25256
1,924,651,25256
1,458,624,25256
2,1011,883,25257
4,1011,883,25257
1,355,479,25257
1,481,578,25257
1,137,780,25258
2,328,304,25258
1,712,760,25259
1,352,438,25260
1,368,662,25260
1,603,668,25261
1,549,697,25262
4,549,697,25262
1,621,554,25262
1,527,607,25262
1,499,313,25262
1,461,48,25263
1,703,466,25264
1,581,670,25264
1,949,399,25264
1,527,626,25264
1,925,649,25264
1,298,116,25265
1,365,435,25265
1,735,116,25265
1,304,367,25266
1,304,598,25266
1,435,552,25266
1,347,192,25267
1,969,604,25267
1,893,717,25268
4,893,717,25268
1,768,603,25268
1,646,851,25268
1,670,62,25268
1,328,388,25268
1,813,628,25269
1,507,670,25269
1,908,780,25270
1,621,535,25272
1,862,859,25272
1,328,504,25272
2,1153,1077,25273
4,1153,1077,25273
2,410,604,25273
1,673,1032,25274
4,673,1032,25274
1,554,10,25274
1,947,308,25274
1,621,603,25274
1,434,364,25274
4,354,420,25275
1,745,973,25275
1,573,693,25275
4,881,984,25276
2,881,984,25276
1,556,645,25276
1,550,558,25276
1,621,649,25276
1,443,35,25276
1,860,417,25276
1,849,717,25276
1,171,19,25276
1,884,600,25277
1,827,675,25278
4,1139,859,25279
1,481,717,25279
1,191,189,25279
1,276,46,25279
2,560,654,25280
1,141,389,25280
1,507,924,25280
1,1217,1116,25281
1,620,648,25281
1,214,134,25281
4,834,507,25281
2,834,507,25281
1,788,647,25281
1,733,672,25281
1,530,671,25281
2,62,61,25281
1,313,279,25282
2,852,696,25282
1,60,138,25282
1,550,117,25282
1,924,771,25282
1,126,189,25283
1,782,801,25283
1,527,416,25283
1,628,462,25283
1,134,189,25283
1,312,526,25283
1,913,718,25283
1,1069,1057,25283
1,500,671,25284
1,827,739,25284
2,837,580,25284
3,887,698,25284
3,817,603,25285
1,654,644,25285
1,78,35,25285
1,314,578,25285
1,556,599,25285
3,527,335,25286
1,463,593,25286
1,230,464,25286
1,861,675,25286
1,811,675,25286
4,64,285,25287
1,64,285,25287
1,883,674,25288
2,436,580,25288
1,643,777,25288
1,665,1530,25288
2,134,416,25289
1,458,745,25289
1,598,727,25289
1,419,583,25289
1,925,990,25289
1,937,527,25290
1,908,1198,25290
4,937,527,25290
1,333,670,25290
1,354,443,25291
