passenger_count,pickup_ID,dropoff_ID,request_time_sec
1,527,314,25200
1,397,1178,25200
1,139,673,25200
1,742,527,25201
1,536,770,25201
1,354,629,25201
1,599,484,25201
1,768,1095,25201
1,376,292,25202
1,969,116,25202
1,884,673,25202
1,726,860,25202
1,298,672,25203
1,838,669,25203
1,137,646,25203
3,679,627,25204
1,279,193,25205
1,35,409,25206
1,247,171,25206
1,209,720,25206
1,771,35,25206
3,745,576,25206
2,970,601,25206
1,557,399,25207
1,1187,1010,25207
1,1045,1127,25207
1,838,651,25207
1,464,527,25207
1,213,604,25208
4,458,624,25208
1,478,544,25208
1,909,1032,25209
1,924,670,25209
1,441,504,25209
1,22,332,25209
2,510,859,25210
3,458,624,25210
4,510,859,25210
1,158,79,25210
1,679,557,25210
1,768,689,25211
1,870,1022,25211
1,770,535,25211
1,948,673,25211
1,551,674,25212
1,804,189,25212
1,619,547,25213
1,354,234,25213
1,171,19,25213
1,676,484,25213
3,527,626,25213
1,357,11,25214
1,1022,438,25214
1,662,758,25214
1,257,676,25214
1,850,580,25215
1,502,310,25215
1,581,417,25215
1,257,158,25216
4,257,158,25216
1,377,771,25216
1,1022,596,25217
1,795,606,25217
1,712,627,25218
1,608,674,25218
2,621,625,25219
1,156,117,25219
2,888,699,25219
1,527,153,25219
1,597,695,25219
1,117,189,25219
1,818,556,25219
2,328,670,25220
1,671,962,25220
1,839,647,25220
1,673,504,25220
1,416,333,25221
1,1300,888,25221
1,1402,1355,25223
4,1402,1355,25223
1,691,760,25223
1,599,504,25223
1,768,627,25224
1,1119,840,25224
1,945,963,25225
1,1031,527,25225
1,907,189,25225
1,549,670,25226
1,631,702,25226
3,269,671,25227
1,31,116,25227
1,886,671,25228
2,624,479,25229
1,703,46,25229
1,598,627,25229
1,171,600,25229
3,510,577,25230
1,391,651,25230
1,366,718,25230
1,155,416,25231
1,874,693,25231
1,369,600,25232
1,526,693,25232
4,526,693,25232
1,351,410,25232
1,504,416,25233
1,607,20,25234
1,31,461,25234
1,310,232,25235
1,372,79,25235
1,621,738,25235
1,527,558,25236
2,928,925,25236
1,1206,694,25236
4,269,116,25236
2,269,116,25236
1,441,581,25237
1,605,620,25237
1,1218,749,25237
1,568,483,25238
1,691,650,25238
1,744,627,25239
1,335,488,25239
1,571,693,25240
1,505,694,25241
1,388,559,25241
1,971,1032,25241
1,892,600,25241
1,947,327,25242
4,947,327,25242
1,154,695,25242
3,738,650,25242
1,236,837,25242
1,47,171,25243
1,336,544,25243
1,713,35,25243
1,621,670,25244
1,118,416,25244
1,295,604,25244
4,328,275,25244
1,328,275,25244
1,938,675,25244
1,509,251,25245
1,46,82,25245
1,350,553,25245
2,549,598,25245
1,1044,650,25246
1,533,291,25246
2,980,1187,25246
1,527,556,25247
1,691,665,25247
1,630,726,25247
1,882,792,25247
1,630,728,25247
1,297,268,25247
1,858,645,25248
4,270,229,25248
1,270,229,25248
1,556,134,25248
4,598,606,25249
1,598,606,25249
4,645,552,25249
1,645,552,25249
1,916,717,25249
1,594,780,25250
4,842,727,25251
1,413,308,25251
1,374,794,25251
1,600,664,25251
1,842,727,25251
1,726,814,25252
2,499,483,25253
2,173,603,25253
1,779,648,25254
1,601,526,25255
1,599,529,25255
1,801,691,25255
1,529,464,25255
1,622,640,25256
1,632,726,25256
1,1114,1065,25257
4,1114,1065,25257
1,892,134,25257
1,837,839,25257
1,700,551,25257
1,155,600,25257
2,936,1023,25258
1,655,46,25258
1,1218,1032,25258
4,527,554,25258
1,742,648,25258
2,527,554,25258
4,691,780,25259
1,691,780,25259
1,488,716,25259
1,760,602,25259
1,184,995,25259
1,310,628,25259
1,418,581,25259
4,173,287,25260
1,457,529,25260
2,173,287,25260
1,716,575,25260
1,535,673,25261
1,1153,1077,25262
1,621,603,25262
1,527,669,25263
1,375,476,25263
1,549,670,25264
2,621,626,25264
1,349,670,25264
4,549,670,25264
1,396,531,25265
1,527,679,25265
2,897,881,25266
1,887,584,25266
1,593,521,25267
1,549,698,25267
1,61,409,25267
2,325,603,25268
1,133,189,25268
1,757,99,25268
1,772,651,25268
1,858,925,25269
1,376,629,25269
1,886,572,25269
1,458,600,25270
4,527,416,25270
2,527,416,25270
1,778,536,25270
1,693,393,25270
1,1068,631,25270
1,621,697,25271
1,526,652,25271
1,1359,1268,25271
1,191,48,25271
1,444,554,25271
1,512,171,25271
1,256,1227,25271
1,233,183,25272
1,621,604,25273
2,79,208,25273
1,621,748,25274
1,917,917,25274
1,818,649,25274
1,848,961,25275
2,647,654,25275
1,679,772,25275
2,849,1066,25276
1,509,600,25276
1,620,439,25276
1,756,674,25276
1,804,116,25276
1,618,718,25277
1,702,669,25277
1,378,527,25277
2,348,672,25277
1,481,673,25277
2,649,578,25279
4,649,578,25279
1,896,646,25279
1,576,527,25279
1,905,1218,25279
1,985,923,25279
1,527,671,25280
1,329,436,25280
1,865,865,25281
1,601,372,25281
1,464,600,25282
1,842,652,25283
1,861,1218,25283
1,621,769,25283
2,609,1032,25283
1,356,578,25283
4,349,646,25284
2,349,646,25284
1,608,716,25284
2,482,599,25284
1,354,651,25284
1,621,604,25284
1,60,116,25284
1,749,551,25284
1,527,399,25285
1,769,440,25285
3,620,616,25286
1,460,369,25286
1,549,697,25287
1,757,643,25287
1,171,648,25287
1,557,399,25288
1,509,669,25288
1,885,747,25289
1,327,137,25289
1,251,211,25289
1,925,330,25289
1,218,554,25289
1,860,555,25289
3,155,627,25289
4,925,330,25289
3,746,673,25289
1,865,836,25290
1,500,715,25290
1,902,651,25291
1,325,671,25292
1,715,510,25292
1,527,416,25292
1,929,508,25292
2,722,858,25292
1,1027,699,25293
1,397,333,25294
1,1172,1087,25294
1,420,504,25295
1,1225,1128,25295
1,467,577,25295
3,325,430,25295
1,466,606,25295
1,330,601,25295
1,297,584,25295
1,849,674,25296
1,793,604,25297
1,527,697,25297
2,1076,1158,25298
1,937,1529,25298
1,79,226,25298
1,816,578,25299
1,908,648,25299
1,621,574,25299
1,815,724,25299
1,1130,615,25299
1,905,794,25300
1,526,604,25300
1,398,435,25300
1,527,189,25301
1,527,697,25301
1,598,624,25301
2,526,604,25301
2,829,229,25303
1,923,421,25303
1,356,436,25303
1,618,671,25304
1,646,599,25304
1,348,897,25304
1,1246,526,25304
1,607,421,25305
2,969,698,25305
1,885,858,25305
4,885,858,25305
3,686,575,25306
1,233,191,25306
1,486,670,25306
1,903,827,25307
1,369,603,25308
1,577,410,25308
2,984,828,25309
1,904,1217,25309
1,527,335,25309
1,476,533,25309
2,600,649,25309
1,34,481,25310
1,1011,858,25310
1,391,577,25310
1,608,669,25311
4,628,117,25311
1,419,144,25311
1,781,461,25311
1,1192,1218,25312
4,1192,1218,25312
1,848,673,25312
1,527,443,25313
1,296,436,25313
1,665,801,25313
1,723,748,25314
1,839,925,25314
1,929,651,25314
1,598,837,25315
2,792,632,25315
1,726,647,25316
1,466,600,25316
1,308,308,25316
1,860,669,25316
2,395,358,25316
2,738,813,25317
