INSTANCE = 20150713_16-60m

NUM_VEHICLES = 100

NUM_REQUESTS = 8273

VEHICLES_INFO
0	10	0	86400
1	10	0	86400
2	10	0	86400
3	10	0	86400
4	10	0	86400
5	10	0	86400
6	10	0	86400
7	10	0	86400
8	10	0	86400
9	10	0	86400
10	10	0	86400
11	10	0	86400
12	10	0	86400
13	10	0	86400
14	10	0	86400
15	10	0	86400
16	10	0	86400
17	10	0	86400
18	10	0	86400
19	10	0	86400
20	10	0	86400
21	10	0	86400
22	10	0	86400
23	10	0	86400
24	10	0	86400
25	10	0	86400
26	10	0	86400
27	10	0	86400
28	10	0	86400
29	10	0	86400
30	10	0	86400
31	10	0	86400
32	10	0	86400
33	10	0	86400
34	10	0	86400
35	10	0	86400
36	10	0	86400
37	10	0	86400
38	10	0	86400
39	10	0	86400
40	10	0	86400
41	10	0	86400
42	10	0	86400
43	10	0	86400
44	10	0	86400
45	10	0	86400
46	10	0	86400
47	10	0	86400
48	10	0	86400
49	10	0	86400
50	10	0	86400
51	10	0	86400
52	10	0	86400
53	10	0	86400
54	10	0	86400
55	10	0	86400
56	10	0	86400
57	10	0	86400
58	10	0	86400
59	10	0	86400
60	10	0	86400
61	10	0	86400
62	10	0	86400
63	10	0	86400
64	10	0	86400
65	10	0	86400
66	10	0	86400
67	10	0	86400
68	10	0	86400
69	10	0	86400
70	10	0	86400
71	10	0	86400
72	10	0	86400
73	10	0	86400
74	10	0	86400
75	10	0	86400
76	10	0	86400
77	10	0	86400
78	10	0	86400
79	10	0	86400
80	10	0	86400
81	10	0	86400
82	10	0	86400
83	10	0	86400
84	10	0	86400
85	10	0	86400
86	10	0	86400
87	10	0	86400
88	10	0	86400
89	10	0	86400
90	10	0	86400
91	10	0	86400
92	10	0	86400
93	10	0	86400
94	10	0	86400
95	10	0	86400
96	10	0	86400
97	10	0	86400
98	10	0	86400
99	10	0	86400

