passenger_count,pickup_ID,dropoff_ID,request_time_sec
1,598,507,25200
1,393,579,25200
1,1024,1011,25200
5,662,627,25200
1,314,749,25200
1,687,532,25201
6,1068,1151,25201
1,908,1157,25202
1,985,557,25202
1,701,440,25202
1,1048,1217,25202
1,396,772,25202
2,481,650,25202
1,857,626,25203
1,527,600,25203
1,692,579,25203
5,748,836,25203
1,240,834,25203
1,1091,580,25203
1,594,693,25204
1,434,668,25204
1,498,265,25204
1,770,767,25204
1,715,189,25205
1,199,600,25205
1,527,603,25205
1,486,551,25205
2,527,626,25206
1,827,693,25206
1,908,1101,25207
5,905,674,25207
2,1148,116,25207
1,1140,1490,25208
1,369,671,25208
1,580,727,25209
1,768,782,25209
1,744,576,25210
1,702,676,25210
1,252,604,25210
1,1151,1087,25211
1,698,672,25211
1,466,580,25211
6,697,887,25211
1,724,674,25212
1,549,670,25212
1,673,622,25212
1,197,748,25213
1,1142,925,25214
1,598,693,25214
5,864,925,25214
1,573,171,25215
1,666,43,25215
1,325,697,25215
1,760,507,25215
1,884,558,25216
1,688,391,25216
1,390,416,25216
1,208,603,25216
2,297,720,25216
1,463,652,25216
1,631,651,25216
1,527,329,25217
1,152,583,25219
1,486,581,25219
1,669,553,25219
1,621,650,25220
1,607,576,25220
5,597,692,25220
6,726,745,25220
5,598,727,25220
1,841,436,25221
1,287,629,25221
1,331,805,25221
1,525,545,25222
1,436,726,25222
1,34,595,25222
1,862,651,25222
1,961,722,25223
1,500,581,25223
1,1106,699,25223
3,1111,1004,25223
1,738,675,25224
1,526,557,25224
1,1005,852,25224
1,457,412,25224
1,864,439,25224
1,171,134,25225
1,891,527,25225
1,461,550,25225
1,703,551,25226
1,946,531,25226
1,847,913,25227
1,721,747,25227
1,510,674,25228
1,1168,916,25228
1,551,580,25228
1,695,651,25229
1,769,695,25229
1,78,526,25229
1,314,399,25230
1,690,626,25230
5,314,726,25230
1,813,628,25230
1,549,669,25230
1,865,859,25231
1,512,395,25232
1,556,556,25233
1,597,697,25233
2,1208,673,25233
3,1212,1296,25234
2,626,698,25234
1,309,627,25234
1,714,628,25235
1,667,727,25235
2,188,116,25235
5,1086,847,25235
1,924,652,25235
1,865,859,25236
1,924,695,25236
6,527,351,25237
1,599,393,25237
1,842,951,25237
1,35,116,25237
1,804,556,25238
1,438,504,25238
2,743,864,25238
1,913,871,25238
1,814,488,25238
1,992,1032,25239
1,939,416,25239
1,527,416,25239
1,558,551,25239
1,373,604,25239
2,388,765,25239
1,794,559,25240
1,643,526,25241
1,840,602,25241
1,440,374,25241
1,1198,881,25241
1,598,603,25241
1,419,651,25242
1,984,969,25242
1,413,475,25242
1,526,557,25242
1,671,727,25242
1,937,804,25242
1,344,356,25243
1,926,1218,25243
1,479,604,25243
1,768,626,25244
1,905,1236,25244
1,668,626,25244
1,368,669,25244
1,838,746,25245
1,815,670,25245
1,722,810,25246
1,345,669,25246
1,885,578,25246
1,527,603,25247
1,723,836,25247
1,350,672,25247
1,483,603,25247
2,293,229,25248
5,458,484,25248
1,1059,1054,25248
1,749,1193,25249
1,744,749,25249
1,1175,748,25249
1,608,554,25250
1,395,134,25250
1,948,1011,25250
1,583,673,25250
1,947,1032,25250
1,441,655,25251
1,505,555,25251
1,627,670,25251
2,608,945,25251
1,549,674,25251
1,925,1032,25252
1,713,648,25252
1,82,135,25253
1,745,767,25253
1,481,670,25253
1,619,416,25253
1,744,652,25254
2,1087,824,25254
1,119,91,25254
1,842,691,25254
1,415,812,25254
1,948,1032,25254
1,347,526,25254
1,291,697,25255
1,1068,578,25255
1,744,628,25256
1,1047,1209,25256
1,312,605,25256
1,885,804,25257
1,216,629,25257
5,676,770,25257
1,125,557,25258
1,535,536,25258
1,726,1015,25258
1,715,1032,25258
1,476,600,25258
2,133,188,25258
1,621,671,25259
1,550,558,25259
1,291,526,25259
5,372,651,25259
1,1128,767,25259
1,662,650,25260
1,328,413,25260
1,220,233,25261
1,365,747,25262
1,467,671,25263
1,463,675,25263
1,171,648,25263
1,815,332,25264
1,434,453,25264
1,134,646,25264
4,621,673,25264
5,715,697,25264
4,652,602,25264
2,504,236,25264
1,332,116,25265
1,310,694,25265
1,527,600,25265
6,476,48,25265
4,527,698,25266
5,680,526,25266
1,549,710,25267
1,926,1089,25267
1,760,674,25268
3,549,811,25268
1,573,758,25270
1,512,214,25270
4,502,336,25270
2,695,834,25270
1,330,600,25270
1,354,357,25271
1,458,600,25271
1,345,718,25271
1,1218,984,25271
1,499,212,25271
1,527,625,25272
1,356,780,25272
1,670,716,25273
1,529,465,25273
1,398,48,25274
1,137,232,25274
1,621,718,25274
1,726,551,25274
1,486,581,25274
1,551,671,25275
1,560,20,25275
1,621,602,25275
1,505,814,25276
1,702,859,25276
1,504,416,25276
1,960,1002,25276
2,527,600,25276
1,883,81,25277
6,948,580,25277
1,940,694,25277
1,949,690,25277
1,621,673,25278
1,228,600,25278
1,285,603,25278
1,1043,189,25278
1,499,505,25278
2,528,558,25279
1,655,1012,25279
1,702,748,25280
1,665,693,25280
1,767,603,25280
1,466,836,25280
1,1171,970,25281
1,772,680,25281
1,115,189,25281
1,348,648,25281
1,314,443,25281
1,598,698,25281
3,432,600,25282
1,20,558,25283
1,628,643,25283
1,621,747,25283
3,599,571,25283
1,1153,772,25283
2,197,718,25283
1,434,906,25284
1,558,723,25284
1,626,747,25284
3,602,528,25284
1,937,984,25284
1,760,823,25285
5,627,675,25285
1,673,946,25286
6,330,116,25286
5,485,580,25286
1,621,848,25287
1,395,116,25287
5,549,959,25287
4,886,671,25287
1,171,578,25287
1,534,670,25287
1,549,698,25287
1,163,640,25288
1,714,452,25288
1,436,675,25288
1,947,883,25288
1,1044,603,25289
2,1065,906,25289
1,598,603,25289
2,930,529,25289
1,739,674,25290
1,535,11,25290
1,701,695,25290
1,984,580,25290
1,47,646,25291
1,1065,651,25291
1,557,812,25291
5,865,559,25291
1,526,545,25292
2,621,603,25292
1,411,399,25293
1,183,556,25293
1,959,598,25293
1,476,893,25294
1,527,416,25294
1,415,421,25294
1,287,117,25294
1,529,556,25294
1,761,673,25294
1,621,604,25295
1,210,258,25295
5,416,526,25295
3,631,507,25295
5,527,626,25295
1,331,670,25296
1,419,811,25297
5,745,696,25297
1,1148,458,25297
1,171,721,25298
1,152,651,25298
1,189,578,25298
1,479,487,25298
1,418,138,25298
1,865,958,25298
1,574,581,25299
1,527,530,25300
1,850,691,25300
1,621,777,25300
1,894,669,25300
1,992,1233,25300
1,310,416,25301
1,292,527,25301
1,236,727,25301
6,970,1032,25301
3,549,677,25301
1,815,691,25302
1,413,727,25302
5,291,721,25302
1,197,98,25302
1,680,1011,25303
1,439,527,25303
5,1068,824,25303
1,792,724,25303
1,250,649,25304
1,950,925,25304
6,802,693,25305
1,21,153,25306
1,253,81,25306
1,980,526,25306
1,1045,905,25307
1,721,727,25307
3,527,497,25308
1,550,801,25308
1,859,724,25309
1,698,670,25309
1,1218,1301,25310
2,621,602,25310
1,215,216,25310
1,481,600,25310
1,925,1095,25311
1,134,719,25311
1,597,47,25311
1,675,557,25311
2,444,557,25311
1,287,332,25311
1,630,604,25312
1,816,795,25312
6,629,1076,25312
1,1376,1078,25312
1,137,670,25313
1,441,576,25313
2,992,701,25314
6,277,571,25314
1,1010,189,25314
6,444,554,25314
1,441,604,25314
1,791,924,25314
1,904,696,25314
1,228,651,25314
1,701,421,25314
1,463,557,25315
1,549,664,25315
1,551,628,25315
1,455,498,25315
2,1301,1489,25315
1,234,581,25316
2,782,651,25316
1,628,601,25316
2,959,1044,25317
1,458,673,25318
1,928,970,25319
1,284,691,25319
1,371,574,25319
1,295,1122,25319
1,643,431,25320
1,969,815,25320
1,741,789,25320
1,314,443,25320
1,195,416,25320
1,1022,189,25320
1,603,972,25320
1,466,814,25321
2,757,760,25321
1,527,368,25321
1,619,512,25322
1,1114,1046,25322
1,527,416,25322
1,864,527,25322
1,478,478,25323
1,749,884,25323
1,338,210,25323
1,724,601,25324
1,607,556,25324
1,557,651,25324
1,557,510,25324
1,1044,628,25325
4,509,558,25325
1,759,550,25325
1,916,786,25326
1,509,415,25326
3,314,420,25327
1,598,717,25327
1,912,906,25327
1,551,678,25327
1,927,602,25327
6,390,782,25327
1,909,970,25328
1,171,81,25328
2,485,443,25328
1,1047,559,25329
1,369,442,25330
1,970,749,25330
1,413,672,25330
1,476,580,25331
2,506,693,25331
1,1107,1021,25331
4,608,443,25331
3,352,651,25332
1,995,1032,25332
1,1031,421,25333
1,644,758,25333
6,772,482,25333
1,1031,906,25333
2,527,600,25333
1,330,670,25334
1,171,691,25334
1,43,117,25335
1,82,171,25336
1,847,624,25336
5,221,556,25336
2,512,334,25337
1,805,728,25337
1,772,559,25337
1,549,779,25338
1,1031,817,25338
1,388,557,25338
1,549,718,25338
1,818,582,25338
1,34,194,25338
1,1343,408,25338
1,670,715,25339
1,842,652,25339
1,700,748,25339
1,791,768,25339
1,655,1100,25340
1,621,849,25340
1,527,415,25340
6,527,670,25341
5,628,670,25341
6,1097,1016,25342
1,527,416,25342
2,391,577,25343
1,851,780,25343
1,336,779,25344
1,950,1218,25344
1,1047,739,25344
2,476,183,25344
1,354,629,25344
1,549,579,25344
1,476,324,25345
1,780,579,25345
1,625,308,25345
1,175,237,25346
1,230,556,25346
1,946,527,25346
1,133,508,25346
1,862,35,25346
1,509,171,25347
5,804,81,25347
5,291,249,25347
3,596,156,25347
2,194,605,25348
1,526,756,25348
1,307,603,25348
1,905,995,25348
1,771,723,25348
1,718,1075,25349
1,643,718,25349
1,802,693,25349
1,864,580,25350
1,304,555,25350
1,700,749,25350
1,303,500,25351
2,645,1131,25351
1,546,720,25351
1,488,629,25352
1,296,818,25352
1,909,551,25352
1,527,603,25352
1,1273,720,25353
1,842,722,25353
1,655,906,25353
1,118,247,25353
1,598,670,25354
1,598,651,25355
1,349,625,25355
1,912,668,25355
1,488,558,25355
2,817,720,25356
1,1273,1359,25356
1,771,627,25356
1,904,1198,25356
2,325,412,25356
1,1168,717,25357
1,690,505,25357
1,608,554,25357
5,292,484,25357
2,654,47,25358
1,443,485,25358
1,929,840,25358
1,695,625,25358
1,691,718,25359
1,652,1142,25359
1,440,649,25359
1,444,882,25359
1,885,835,25360
5,847,459,25360
1,580,1171,25360
1,632,35,25361
5,419,812,25361
1,582,527,25361
4,771,905,25361
1,652,678,25362
2,418,629,25363
1,395,554,25363
1,527,603,25363
1,345,576,25363
1,549,508,25364
1,850,627,25364
1,626,695,25364
1,286,552,25364
5,927,488,25364
1,950,604,25365
6,768,627,25365
1,191,194,25365
2,398,266,25365
1,896,678,25366
1,488,605,25366
6,43,116,25366
1,618,576,25366
1,621,603,25366
1,100,1131,25366
1,391,649,25366
4,310,499,25366
4,842,397,25367
1,152,625,25367
1,870,579,25367
1,928,1207,25367
1,395,376,25367
1,1011,170,25367
1,739,313,25367
1,535,10,25368
2,769,627,25368
1,397,549,25368
5,814,526,25368
1,817,719,25369
1,412,416,25369
2,896,778,25369
1,458,697,25369
1,44,116,25370
1,865,421,25370
1,549,690,25370
4,908,671,25371
5,718,506,25371
1,734,651,25372
1,1706,1694,25373
1,328,576,25373
1,558,768,25373
1,1149,691,25373
1,972,1218,25374
1,815,905,25374
3,1010,601,25374
2,486,698,25375
1,969,698,25375
2,527,438,25375
6,1090,970,25376
1,717,115,25376
1,842,443,25376
1,728,528,25376
1,711,527,25377
1,1191,1208,25377
5,888,417,25378
1,680,652,25378
1,488,726,25379
1,604,621,25379
1,893,859,25379
1,669,712,25380
1,739,960,25380
1,389,827,25381
1,137,532,25381
1,735,643,25381
1,512,436,25381
1,745,673,25382
1,992,662,25382
1,579,747,25382
1,527,723,25383
1,743,10,25383
5,352,526,25383
4,835,724,25383
1,971,377,25384
1,781,116,25384
6,217,497,25384
2,656,550,25385
1,673,33,25385
5,925,721,25385
1,651,718,25386
1,696,555,25386
2,992,749,25386
1,870,577,25386
1,1129,893,25386
1,527,412,25386
1,528,555,25387
1,549,394,25387
1,443,1349,25387
1,631,133,25387
1,950,925,25387
1,559,189,25387
1,535,184,25388
1,861,652,25389
1,78,416,25389
1,767,599,25389
1,336,836,25389
1,234,581,25390
1,433,671,25390
1,801,117,25390
1,228,600,25390
1,747,526,25391
2,484,484,25391
1,850,189,25391
1,792,756,25391
1,724,652,25392
1,892,1338,25392
2,893,717,25392
6,645,421,25393
1,906,719,25393
1,476,578,25393
1,579,600,25393
6,760,778,25393
1,597,479,25394
2,292,698,25394
1,882,189,25395
1,714,619,25395
1,791,675,25395
1,549,497,25395
1,485,349,25395
1,816,116,25396
1,397,627,25396
2,597,509,25396
1,579,527,25396
1,531,557,25397
1,134,189,25397
1,397,116,25398
1,887,1141,25398
1,374,694,25398
1,557,1176,25399
1,1153,1077,25399
4,630,553,25399
1,620,459,25399
1,771,652,25399
1,655,557,25400
1,416,580,25400
