passenger_count,pickup_ID,dropoff_ID,request_time_sec
1,328,175,25200
1,759,409,25200
1,842,748,25201
1,369,602,25201
4,842,748,25201
1,528,507,25201
1,546,576,25201
1,525,545,25202
1,951,1218,25202
1,386,116,25203
1,527,534,25203
2,757,329,25203
1,488,836,25204
1,345,669,25204
1,620,439,25204
2,621,571,25204
1,1148,1005,25205
1,377,298,25205
1,984,937,25206
1,466,604,25206
1,782,834,25206
2,874,674,25207
4,874,674,25207
1,888,1117,25207
1,557,676,25208
1,758,653,25208
1,393,134,25209
1,936,828,25209
2,153,670,25209
1,296,399,25209
1,154,460,25209
1,455,522,25209
1,863,1117,25210
4,926,965,25210
2,926,965,25210
1,838,621,25210
1,647,531,25210
2,629,482,25211
1,768,969,25211
2,579,572,25211
1,768,772,25211
2,650,605,25211
1,991,441,25211
4,768,969,25211
1,526,624,25212
1,134,693,25212
4,791,1032,25212
1,331,9,25212
1,791,1032,25212
2,485,692,25212
1,749,652,25213
1,770,580,25214
2,906,627,25214
1,746,233,25214
4,850,1529,25214
1,850,1529,25214
1,390,671,25214
1,579,415,25214
1,583,576,25214
1,598,647,25215
1,963,969,25215
1,526,651,25215
1,34,603,25215
4,1046,83,25215
1,1046,83,25215
1,712,673,25216
1,608,724,25216
2,390,644,25217
1,838,692,25217
2,1068,1032,25217
1,779,1181,25217
1,665,780,25217
1,793,152,25217
4,626,49,25218
2,621,574,25218
1,1044,827,25218
1,545,573,25218
2,1195,1173,25218
2,178,230,25219
1,691,711,25219
1,886,578,25219
1,874,747,25219
2,418,626,25220
1,439,642,25220
1,618,600,25220
2,605,228,25220
4,838,628,25221
1,1310,1267,25221
1,527,465,25221
1,191,710,25221
1,838,628,25221
1,619,571,25222
1,310,328,25222
2,466,836,25222
2,908,1218,25222
1,455,458,25222
1,656,97,25222
4,656,97,25222
1,663,670,25223
2,369,698,25224
1,574,509,25224
1,549,615,25224
1,394,134,25224
1,835,744,25225
1,771,583,25225
1,694,580,25225
1,306,116,25225
4,771,583,25225
1,47,288,25226
1,370,603,25226
1,1132,697,25227
1,790,741,25227
1,115,189,25227
1,873,442,25227
1,509,606,25228
1,1108,1172,25228
1,815,61,25228
1,1127,824,25228
1,972,865,25229
1,693,454,25229
1,526,669,25229
4,1055,1172,25229
1,416,577,25229
2,133,479,25229
1,792,604,25229
2,333,1023,25230
1,557,794,25231
1,47,116,25231
1,742,624,25231
1,971,905,25231
4,816,699,25232
2,816,699,25232
1,782,673,25232
1,795,605,25232
1,527,459,25232
1,549,710,25233
1,669,653,25233
1,813,603,25233
2,909,727,25233
1,619,615,25234
1,371,670,25234
1,418,652,25234
1,369,481,25235
1,961,578,25235
1,838,1218,25235
1,609,675,25235
1,179,552,25236
1,78,554,25236
2,526,600,25236
1,549,544,25238
1,507,421,25238
1,628,905,25238
2,466,621,25238
1,486,923,25238
1,195,333,25238
1,97,663,25239
4,97,663,25239
1,512,600,25239
1,191,393,25239
1,693,533,25239
1,234,629,25239
1,100,1011,25239
1,835,749,25240
1,369,710,25240
1,621,625,25240
1,598,671,25240
2,946,1089,25240
4,946,1089,25240
1,620,698,25240
1,1107,1217,25241
1,391,624,25241
2,690,553,25241
1,884,746,25241
1,679,454,25242
4,679,454,25242
1,249,550,25242
2,184,1076,25242
1,216,748,25243
1,839,1037,25243
1,365,375,25243
1,461,511,25243
1,770,582,25244
1,714,711,25244
1,864,624,25245
1,759,673,25245
1,247,600,25245
2,527,416,25245
4,527,416,25245
1,842,627,25245
4,744,727,25246
1,816,678,25246
1,501,397,25246
1,310,232,25246
1,947,1529,25246
1,152,582,25246
1,744,727,25246
4,397,621,25246
1,397,621,25246
1,215,286,25247
3,580,171,25247
1,939,604,25248
4,939,604,25248
1,621,603,25248
1,817,673,25248
4,913,1529,25248
1,836,629,25248
1,557,395,25249
2,817,940,25249
1,527,460,25249
1,620,737,25249
1,1044,980,25249
1,118,191,25250
2,697,818,25250
1,771,527,25250
1,418,673,25250
4,418,673,25250
1,349,749,25251
1,1045,620,25251
4,508,551,25251
1,128,332,25252
1,771,602,25252
1,922,465,25252
4,951,1010,25253
1,951,1010,25253
1,438,650,25253
1,891,526,25253
4,1096,1054,25254
1,369,457,25254
1,371,286,25255
1,460,673,25255
1,604,671,25255
1,1010,393,25255
1,197,358,25256
1,1131,1068,25256
1,512,513,25256
1,598,443,25257
1,419,604,25257
1,444,604,25257
1,627,652,25257
4,791,417,25257
1,527,745,25257
1,287,602,25257
1,34,1043,25257
4,34,1043,25257
2,791,417,25257
1,972,1034,25257
1,436,399,25257
1,527,603,25258
4,527,603,25258
1,578,483,25258
1,557,116,25258
4,936,670,25259
2,936,670,25259
1,815,747,25259
1,722,835,25259
1,839,1143,25259
1,827,772,25259
4,1035,1101,25260
